date,datatype,source,author,region,district,location1,location2,type,label,description,text
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,3+ million people estimated to be in need of food assistance; 1.4 of this with priority,"""Based on preliminary data and assessment of damage, over 3 million people are estimated to be in need of food assistance. Out of this, it is estimated that 1.4 million people will be in need of priority assistance."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,casualties,dead body management in rural areas,"""Dead body management is emerging as a concern in the affected rural areas."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,medical,care for pregnant/lactating mothers and delivering women,"""There are inadequate specialized and targeted health interventions to special needs groups such as pregnant mothers, delivering women and lactating mothers including neonatal health services."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,medical,post trauma and rehabilitation care,"""Post trauma/rehabilitation care, psychosocial support, as wel ass maternity tents are needed for an estimated 126,000 pregnant women."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,medical,psychosocial support,"""Post trauma/rehabilitation care, psychosocial support, as wel ass maternity tents are needed for an estimated 126,000 pregnant women."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,medical,"maternity tents for 126,000 women","""Post trauma/rehabilitation care, psychosocial support, as wel ass maternity tents are needed for an estimated 126,000 pregnant women."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,transport,air transport to access rural areas,"""air assets may be required to support access to rural areas."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"lactating mothers require support to breastfeed 168,000 children","""Lactating mothers require support to be able to breastfeed 168,000 children between 0 to 23 months of age."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"food for 126,000 children between 6-23 months","""Families need nutritious food to feed 126,000 young children between 6 and 23 months of age to ensure that their nutritional needs are met"""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"supplementary food for 70,000 children 6-59mo with moderate acute malnutrition","""There is a need to provide supplementary food to 70,000 children between the age of 6 to 59 months with moderate acute malnutrition (MAM) and therapeutic feeding to 15,000 children between the age of 6 to 59 months with severe acute malnutrition."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"supplementary food for 15,000 children with severe acute malnutrition","""There is a need to provide supplementary food to 70,000 children between the age of 6 to 59 months with moderate acute malnutrition (MAM) and therapeutic feeding to 15,000 children between the age of 6 to 59 months with severe acute malnutrition."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"vitamin A, micronutrient supplements for 362,000 children between 6 and 59 months and 185,000 women","""Vitamin A, micronutrient supplements and deworming is needed for 362,000 children between the age of 6 to 59 months and 185,000 women (including pregnant women, and breastfeeding mothers."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,medical,"deworming for 362,000 children between 6 and 59 months and 185,000 women","""Vitamin A, micronutrient supplements and deworming is needed for 362,000 children between the age of 6 to 59 months and 185,000 women (including pregnant women, and breastfeeding mothers."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"there is insufficient therapeutic food for 10,000 severely malnourished children","""There is insufficient therapeutic food for 10,000 children with SAM and supplementary food for 70,000 children with MAM."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"there is insufficient supplementary food for 70,000 children with moderate malnutrition","""There is insufficient therapeutic food for 10,000 children with SAM and supplementary food for 70,000 children with MAM."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,sanitation,"50,000 dignity kits","""According to the Department of Women and Children, gaps in the most affected districts include at least 50,000 dignity kits (essential items such as hygiene goods and cloths for women); at least 55,000 baby kits (cloths, diapers, baby food); 25 Child Friendly Spaces (CFS) in the Kathmandu Valley and 10 per district outside the Valley; and at least 165,000 sets of children's clothes."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,children,"55,000 baby kits (cloths, diapers, baby food)","""According to the Department of Women and Children, gaps in the most affected districts include at least 50,000 dignity kits (essential items such as hygiene goods and cloths for women); at least 55,000 baby kits (cloths, diapers, baby food); 25 Child Friendly Spaces (CFS) in the Kathmandu Valley and 10 per district outside the Valley; and at least 165,000 sets of children's clothes."""
42124,conventional,NA,UN/Sitrep7,NA,NA,NA,NA,need,children,"165,000 sets of children's clothes","""According to the Department of Women and Children, gaps in the most affected districts include at least 50,000 dignity kits (essential items such as hygiene goods and cloths for women); at least 55,000 baby kits (cloths, diapers, baby food); 25 Child Friendly Spaces (CFS) in the Kathmandu Valley and 10 per district outside the Valley; and at least 165,000 sets of children's clothes."""
42124,conventional,government,UN/Sitrep7,central,nuwakot,NA,NA,observation,damage,district with the highest number of destroyed houses,"""The districts with the highest numer of damaged houses are Nuwakot, Dhading, Kathmandu and Lalitpur."""
42124,conventional,government,UN/Sitrep7,central,nuwakot,NA,NA,observation,casualties,highest number of deaths confirmed,"""The highest number of confirmed deaths has been recorded in S, K and N."""
42124,conventional,NA,UN/Sitrep7,central,nuwakot,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
42124,conventional,NA,UN/Sitrep7,central,ramechhap,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
42124,conventional,NA,UN/Sitrep7,central,rasuwa,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
42124,conventional,government,UN/Sitrep7,central,sindhupalchok,NA,NA,observation,casualties,highest number of deaths confirmed,"""The highest number of confirmed deaths has been recorded in S, K and N."""
42124,conventional,NA,UN/Sitrep7,central,sindhupalchok,NA,NA,need,medical,need critical health services,"""Eleven districts need critical health services."""
42125,conventional,NA,UN/Sitrep8,central,bhaktapur,NA,NA,observation,population behavior,"10,700 internally displaced person","""In Bhaktapur, there are 10,700 IDPs with the largest camp hosting 2,500 IDPs."""
42125,conventional,NA,UN/Sitrep8,central,bhaktapur,NA,NA,observation,shelter,"largest camp hosts 2,500 IDPs","""In Bhaktapur, there are 10,700 IDPs with the largest camp hosting 2,500 IDPs."""
42125,conventional,NA,UN/Sitrep8,central,bhaktapur,NA,camps,need,nutrition,food needed in camps,"""The camps urgently need food, emergency shelter and regular water supply."""
42125,conventional,NA,UN/Sitrep8,central,bhaktapur,NA,camps,need,shelter,emergency shelter,"""The camps urgently need food, emergency shelter and regular water supply."""
42125,conventional,NA,UN/Sitrep8,central,bhaktapur,NA,camps,need,sanitation,regular water supply,"""The camps urgently need food, emergency shelter and regular water supply."""
42125,conventional,UNDAC team (United Nations Disaster Assessment and Coordination),UN/Sitrep8,western,gorkha,NA,NA,need,shelter,tents and blankets,"""In Gorkha, the UNDAC team has found that there is a dire need for shelter, particularly tents and blankets."""
42125,conventional,NA,UN/Sitrep8,western,gorkha,NA,NA,observation,transport,access to remote villages is difficult - no landing zones,"""Access to some remote villages remains a key challenge as many landing zones are unsafe due to debris, altitude and current weather conditions."""
42125,conventional,NA,UN/Sitrep8,western,gorkha,NA,NA,observation,transport,road access is limited,"""Road access is limited."""
42125,conventional,NA,UN/Sitrep8,western,gorkha,NA,NA,observation,damage,damage to housing greatest in these areas,"""Many people continue to sleep in the open due to fear of aftershock and many more have lost their homes in the earthquake, particularly in Gorkha and Nuwakot."""
42125,conventional,NA,UN/Sitrep8,western,gorkha,NA,NA,observation,general assessment,difficult to access,"""Access to Rasuwa and Gorkha districts continues to be a challenge."""
42125,conventional,NA,UN/Sitrep8,central,kathmandu,sankhu,shankarpur municipality,observation,damage,high level of destruction,"""Assessments in Shankarpur municipality in Sankhu revealed a high level of destruction with internally displaced people (IDPs) scattered around the town and sharing communal tents with up to 100 people per tent."""
42125,conventional,NA,UN/Sitrep8,central,kathmandu,NA,camps,observation,population behavior,sexual/gender-based violence observed,"""Sexual and gender-based violence cases in the Kathmandu camps have been received by the Central Child Welfare Board."""
42125,conventional,NA,UN/Sitrep8,central,makwanpur,NA,NA,observation,general assessment,added to list of most affected districts,"""Following initial assessments, the Government has extended the most affected area to include Makawanpur and Sindhuli districts"""
42125,conventional,NA,UN/Sitrep8,central,makwanpur,NA,NA,observation,general assessment,sudden increase in number of injured; new priority district for health assistance,"""The Government has prioritized two new districts (Makawanpur and Sindhuli) for urgent health assistance, given the sudden increase in the numbers of injured."""
42125,conventional,government,UN/Sitrep8,NA,NA,NA,NA,observation,population behavior,looting of relief goods,"""In some of the most affected areas, there have been unconfirmed reports of looting of relief goods."""
42125,conventional,government,UN/Sitrep8,NA,NA,NA,NA,observation,casualties,"6,250 people have died and 14,357 are injured","""On 1 May, the NEOC confirmed that 6,250 people have died and 14,357 people have been injured by the impact of the earthquake"""
42125,conventional,government,UN/Sitrep8,NA,NA,NA,NA,observation,damage,"138,182 houses destroyed","""A total of 138,182 houses have been destroyed and 122,694 houses have been damaged."""
42125,conventional,government,UN/Sitrep8,NA,NA,NA,NA,observation,damage,"122,694 houses damaged","""A total of 138,182 houses have been destroyed and 122,694 houses have been damaged."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,observation,population behavior,many internally displaced people,"""Assessments in Shankarpur municipality in Sankhu revealed a high level of destruction with internally displaced people (IDPs) scattered around the town and sharing communal tents with up to 100 people per tent."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,need,transport,restoring community infrastructure,"""Restoring community infrastructure to deliver public services is essential."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,need,general assessment,monitoring efforts at local level must be strengthened,"""Monitoring and accountability mechanisms of district, village and municipal monitoring supervision committees need to be strengthened."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,observation,general assessment,access to anything beyond kathmandu valley is challenging,"""Access to districts beyond the Kathmandu Valley continues to be a major challenge."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,observation,communication,communication services can still not be established,"""Due to delays and re-routing of commercial and charter flights, carrying responders and telecommunication equipment, stabilizing communication services still cannot be established."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,need,transport,logistics support needs to be set up ,"""Set up in-country logistics support, including facilitation of air and road transportation, fuel and storage."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,need,nutrition,"blanket supplementary feeding is needed for 200,000 children, pregnant/lactating women","""Blanket supplementary feeding is needed for 200,000 children and pregnant and lactating women."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,observation,general assessment,unequal distribution of assistance,"""Reports of unequal distribution of assistance have been received by humanitarian partners."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,need,sanitation,sanitary pads and clothing for women,"""There is a lack of sanitary pads and clothing for women across the affected districts."""
42125,conventional,government,UN/Sitrep8,NA,NA,NA,NA,observation,damage,"160,786 destroyed houses","""The current government figures stand as 160,786 destroyed houses."""
42125,conventional,government,UN/Sitrep8,NA,NA,NA,NA,observation,damage,"estimation: up to 500,000 houses destroyed","""It is estimated that the number of destroyed houses could be as high as 500,000."""
42125,conventional,NA,UN/Sitrep8,central,nuwakot,NA,NA,observation,damage,damage to housing greatest in these areas,NA
42125,conventional,NA,UN/Sitrep8,central,nuwakot,NA,NA,observation,damage,"over 30,000 houses have been damaged","""In Nuwakot district alone, similar in size to Hong Kong, over 30,000 houses have been damaged."""
42125,conventional,NA,UN/Sitrep8,central,ramechhap,NA,district hospital,observation,medical,hospital not functional,"""Four district hospitals in Ramechhap, Trisuli, Chautara and Rasuwa are not functional, due to destroyed infrastructure and limited Out Patient Department (OPD) capacity."""
42125,conventional,NA,UN/Sitrep8,central,ramechhap,NA,district hospital,need,medical,body bags,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
42125,conventional,NA,UN/Sitrep8,central,ramechhap,NA,district hospital,need,medical,tents and mattresses for temporary hospitals,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
42125,conventional,NA,UN/Sitrep8,central,rasuwa,NA,NA,observation,general assessment,difficult to access,"""Access to Rasuwa and Gorkha districts continues to be a challenge."""
42125,conventional,NA,UN/Sitrep8,central,rasuwa,NA,district hospital,observation,medical,hospital not functional,"""Four district hospitals in Ramechhap, Trisuli, Chautara and Rasuwa are not functional, due to destroyed infrastructure and limited Out Patient Department (OPD) capacity."""
42125,conventional,NA,UN/Sitrep8,central,rasuwa,NA,district hospital,need,medical,body bags,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
42125,conventional,NA,UN/Sitrep8,central,rasuwa,NA,district hospital,need,medical,tents and mattresses for temporary hospitals,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
42125,conventional,NA,UN/Sitrep8,central,sindhuli,NA,NA,observation,general assessment,added to list of most affected districts,"""Following initial assessments, the Government has extended the most affected area to include Makawanpur and Sindhuli districts"""
42125,conventional,NA,UN/Sitrep8,central,sindhuli,NA,NA,observation,general assessment,sudden increase in number of injured; new priority district for health assistance,"""The Government has prioritized two new districts (Makawanpur and Sindhuli) for urgent health assistance, given the sudden increase in the numbers of injured."""
42125,conventional,NA,UN/Sitrep8,central,sindhupalchok,chautara,district hospital,observation,medical,hospital not functional,"""Four district hospitals in Ramechhap, Trisuli, Chautara and Rasuwa are not functional, due to destroyed infrastructure and limited Out Patient Department (OPD) capacity."""
42125,conventional,NA,UN/Sitrep8,central,sindhupalchok,chautara,district hospital,need,medical,body bags,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
42125,conventional,NA,UN/Sitrep8,central,sindhupalchok,chautara,district hospital,need,medical,tents and mattresses for temporary hospitals,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
42126,conventional,NA,UN/Sitrep9,central,bagmati,langtang,NA,need,medical,mental health,"""Assessments indicate mental health and general health services are needed in Langtang Valley and Rasuwa District."""
42126,conventional,NA,UN/Sitrep9,central,dhading,NA,NA,observation,damage,over 80% of houses destroyed,"""Across large parts of Dhading, Dolakha, Rasuwa and Nuwakot, more than 80 per cent of houses has been flattened."""
42126,conventional,food security cluster,UN/Sitrep9,central,dhading,NA,NA,observation,population behavior,relief trucks have been stopped,"""According to the Food Security Cluster, relief trucks have been stopped and diverted by communities in Dhading District and Sankhu Village Development Committee (VDC) in Kathmandu District."""
42126,conventional,NA,UN/Sitrep9,central,dhading,NA,NA,observation,population behavior,trucks carrying food were diverted,"""Two trucks carrying food were reportedly diverted in Dhading and Sankhu."""
42126,conventional,NA,UN/Sitrep9,central,dolakha,NA,NA,observation,damage,over 80% of houses destroyed,"""Across large parts of Dhading, Dolakha, Rasuwa and Nuwakot, more than 80 per cent of houses has been flattened."""
42126,conventional,NA,UN/Sitrep9,central,dolakha,NA,NA,observation,children,extent of damage to schools not clear,"""Information on the full extent of damage to educational facilities in Gorkha, Sindhupalchowk, Dolkaha and Rasuwa districts is still not available."""
42126,conventional,NA,UN/Sitrep9,western,gorkha,NA,NA,observation,damage,up to 90 per cent of houses destroyed,"""Up to 90 per cent of the houses in Gorkha and Sindupalchowk districts have been destroyed."""
42126,conventional,NA,UN/Sitrep9,western,gorkha,NA,NA,observation,medical,influenza and diarrhoea,"""Health teams have been deployed to Gorkha and Sindhuli districts to respond to reports of influenza and diarrheal cases."""
42126,conventional,NA,UN/Sitrep9,western,gorkha,NA,NA,observation,children,extent of damage to schools not clear,"""Information on the full extent of damage to educational facilities in Gorkha, Sindhupalchowk, Dolkaha and Rasuwa districts is still not available."""
42126,conventional,NA,UN/Sitrep9,western,kaski,pokhara,NA,observation,shocks,"5,0 magnitude earthquake","""On 2 May, another 5.0 magnitude earthquake occurred near Pokhara at 11:30 on 2 May compounding fears of further devastation (United States Geological Survey)."""
42126,conventional,food security cluster,UN/Sitrep9,central,kathmandu,sankhu,NA,observation,population behavior,relief trucks have been stopped,"""According to the Food Security Cluster, relief trucks have been stopped and diverted by communities in Dhading District and Sankhu Village Development Committee (VDC) in Kathmandu District."""
42126,conventional,NA,UN/Sitrep9,central,kathmandu,sankhu,NA,observation,population behavior,trucks carrying food were diverted,"""Two trucks carrying food were reportedly diverted in Dhading and Sankhu."""
42126,conventional,NA,UN/Sitrep9,central,kathmandu,NA,airport,observation,transport,difficult to obtain landing permits,"""Obtaining landing permits at the Kathmandu Airport is a challenge with the increasing number of humanitarian charter flights."""
42126,conventional,world food programme,UN/Sitrep9,NA,NA,NA,NA,observation,general assessment,50% of 91 already assessed markets are functional or showing signs of recovery,"""The World Food Programme's preliminary assessment estimates that 50 per cent of 91 already assessed markets are functional or showing signs of recovery."""
42126,conventional,world food programme,UN/Sitrep9,NA,NA,NA,NA,observation,general assessment,50% of shops are damaged or destroyed,"""Another 50 per cent of shops have been damaged or destroyed."""
42126,conventional,government,UN/Sitrep9,NA,NA,NA,NA,observation,casualties,"6,659 deaths and 14,062 injured","""On 2 May, the Government confirmed that 6,659 people have died. […] The earthquake has left 14,062 people injured."""
42126,conventional,NA,UN/Sitrep9,NA,NA,NA,NA,observation,population behavior,most displaced people live next to damaged house,"""The number of internally displaced people (IDPs) in spontaneous camps keeps increasing. Most of the IDPs are now living next to their damaged houses."""
42126,conventional,government,UN/Sitrep9,NA,NA,NA,NA,observation,children,"1,383 schools damaged in 26 districts","""According to Government data from 26 districts, 1,383 schools have been damaged by the earthquake."""
42126,conventional,NA,UN/Sitrep9,eastern districts,NA,NA,NA,observation,population behavior,security is an issue,two trucks carrying food were reportedly diverted in dhading and sanku
42126,conventional,NA,UN/Sitrep9,NA,NA,NA,NA,need,transport,additional helicopters,"""Additional helicopters are required for areas inaccessible by road."""
42126,conventional,NA,UN/Sitrep9,NA,NA,NA,NA,need,medical,medical tents,"""Medical tents and orthopedic supplies are urgently needed."""
42126,conventional,NA,UN/Sitrep9,NA,NA,NA,NA,need,medical,orthopedic supplies,"""Medical tents and orthopedic supplies are urgently needed."""
42126,conventional,NA,UN/Sitrep9,NA,NA,NA,NA,observation,population behavior,politicization of humanitarian relief,"""Reports of unequal distribution and politicization of humanitarian relief continue to be received by humanitarian partners."""
42126,conventional,government,UN/Sitrep9,NA,NA,NA,NA,observation,damage,"160,786 houses destroyed","""According to the Government, the earthquake destroyed 160,786 houses and damaged 143,642."""
42126,conventional,government,UN/Sitrep9,NA,NA,NA,NA,observation,damage,"143,642 houses damaged","""According to the Government, the earthquake destroyed 160,786 houses and damaged 143,642."""
42126,conventional,NA,UN/Sitrep9,NA,NA,NA,NA,need,population behavior,support needed for those rebuilding homes,"""Affected people are already rebuilding. Support is needed to ensure they build back safer."""
42126,conventional,NA,UN/Sitrep9,NA,NA,NA,NA,observation,sanitation,water contamination,"""Water contamination due to lack of toilets has been reported in remote districts."""
42126,conventional,NA,UN/Sitrep9,central,nuwakot,NA,NA,observation,damage,over 80% of houses destroyed,"""Across large parts of Dhading, Dolakha, Rasuwa and Nuwakot, more than 80 per cent of houses has been flattened."""
42126,conventional,government,UN/Sitrep9,eastern,okhaldhunga,NA,NA,observation,medical,added to list of districts requiring health intervention,"""The Government has added Okhaldhunga District to the number of priority districts requiring urgent health intervention"""
42126,conventional,NA,UN/Sitrep9,central,rasuwa,NA,NA,observation,damage,over 80% of houses destroyed,"""Across large parts of Dhading, Dolakha, Rasuwa and Nuwakot, more than 80 per cent of houses has been flattened."""
42126,conventional,NA,UN/Sitrep9,central,rasuwa,NA,NA,observation,children,extent of damage to schools not clear,"""Information on the full extent of damage to educational facilities in Gorkha, Sindhupalchowk, Dolkaha and Rasuwa districts is still not available."""
42126,conventional,NA,UN/Sitrep9,central,rasuwa,NA,NA,need,medical,general health services,"""Assessments indicate mental health and general health services are needed in Langtang Valley and Rasuwa District."""
42126,conventional,NA,UN/Sitrep9,central,sindhuli,NA,NA,observation,medical,influenza and diarrhoea,"""Health teams have been deployed to Gorkha and Sindhuli districts to respond to reports of influenza and diarrheal cases."""
42126,conventional,NA,UN/Sitrep9,central,sindhupalchok,NA,NA,observation,damage,up to 90 per cent of houses destroyed,"""Up to 90 per cent of the houses in Gorkha and Sindupalchowk districts have been destroyed."""
42126,conventional,NA,UN/Sitrep9,central,sindhupalchok,NA,NA,observation,children,extent of damage to schools not clear,"""Information on the full extent of damage to educational facilities in Gorkha, Sindhupalchowk, Dolkaha and Rasuwa districts is still not available."""
42126,conventional,NA,UN/Sitrep9,central,sindhupalchok,NA,NA,observation,population behavior,security is an issue,"""Security in Sindhupalchok and the eastern districts is an issue."""
42128,conventional,NA,UN/Sitrep10,central,bhaktapur,NA,NA,observation,damage,municipal government buildings damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
42128,conventional,NA,UN/Sitrep10,central,bhaktapur,NA,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
42128,conventional,NA,UN/Sitrep10,central,dolakha,NA,NA,observation,population behavior,security incidents,"""Security incidents continue to be reported in Dolakha District."""
42128,conventional,NA,UN/Sitrep10,central,dolakha,NA,NA,observation,damage,main building of District Development Committee damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
42128,conventional,NA,UN/Sitrep10,central,dolakha,NA,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
42128,conventional,displacement tracking matrix,UN/Sitrep10,central,kathmandu,NA,camps,observation,shelter,"58 camps hosting 37,500 people open","""According to the Displacement Tracking Matrix (DTM), 58 camps hosting some 37,500 internally displaced people (IDPs) remain open in the Kathmandu Valley."""
42128,conventional,NA,UN/Sitrep10,central,kathmandu,NA,NA,observation,children,reports of unaccompanied/separated children,"""Reports of unaccompanied and separated children in Kathmandu and other the districts have been received."""
42128,conventional,government,UN/Sitrep10,NA,NA,NA,NA,observation,search&rescue,s&r teams asked to leave,"""On 3 May, the Government has formally requested international search and rescue (SAR) teams to begin their demobilization and exit plans."""
42128,conventional,government,UN/Sitrep10,NA,NA,NA,NA,observation,casualties,"7,365 deaths and 14,355 casualties","""On 4 May, the Government reported that 7,365 people have died and 14,355 have been injured."""
42128,conventional,government,UN/Sitrep10,NA,NA,NA,NA,observation,damage,"191,058 houses destroyed","""The earthquake has destroyed 191,058 homes and damaged 175,162 homes till date."""
42128,conventional,government,UN/Sitrep10,NA,NA,NA,NA,observation,damage,"175,162 houses damaged","""The earthquake has destroyed 191,058 homes and damaged 175,162 homes till date."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,damage,people need information about safety of returning home,"""IDPs require information as to whether it is safe to return to their damaged houses."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,shelter,management of camps outside kathmandu,"""There is insufficient number of camp management partners in-country; most are currently responding in Kathmandu."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,observation,damage,72 Village Development Committee (VDC) offices destroyed,"""72 Village Development Committee (VDC) offices were destroyed by the eartquake."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,observation,casualties,29 teachers and 57 student-teachers have died,"""To date, the Department of Education has reported that 29 teachers and 57 learners have died in the 14 worst affected districts"""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,observation,children,schools scheduled to re-open on 15 May,"""With the scheduled resumption of public school classes on 15 May, additional teachers will be needed."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,children,additional teachers to replace casualties,"""With the scheduled resumption of public school classes on 15 May, additional teachers will be needed."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,children,tarpaulins for outside kathmandu valley,"""Tarpaulins and recreational materials are needed to expand services beyond the Kathmandu Valley."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,children,recreational materials for outside kathmandu valley,"""Tarpaulins and recreational materials are needed to expand services beyond the Kathmandu Valley."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,medical,additional surgical equipment,"""Hospitals are in need of additional surgical (orthopedic) equipment and supplies."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,medical,rehabilitation services,"""There are limited rehabilitation services available for patients who have undergone operations."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,transport,cargo needs to be palletised/crated,"""Incoming international cargo needs to be palletised or crated to facilitate faster processing at the airport and transport."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,shelter,ensure quality of tarpaulins,"""Key is to ensure that quality specifications are met for tarpaulins and minimize tents as they are heavy to distribute especially in the mountainous areas."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,shelter,minimize tents because of weight,"""Key is to ensure that quality specifications are met for tarpaulins and minimize tents as they are heavy to distribute especially in the mountainous areas."""
42128,conventional,NA,UN/Sitrep10,central,nuwakot,NA,NA,need,medical,support from foreign medical teams for field hospitals,"""Support from foreign medical teams is needed to establish field hospitals in the VDCs of Bidur, Chautara, Dhunche and Ramechhap as the four district hospitals in these locations have been destroyed."""
42128,conventional,NA,UN/Sitrep10,central,ramechhap,NA,NA,observation,damage,municipal government buildings damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
42128,conventional,NA,UN/Sitrep10,central,ramechhap,manthali,NA,observation,damage,municipal government buildings damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
42128,conventional,NA,UN/Sitrep10,central,ramechhap,NA,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
42128,conventional,NA,UN/Sitrep10,central,ramechhap,manthali,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
42128,conventional,NA,UN/Sitrep10,central,ramechhap,NA,NA,need,medical,support from foreign medical teams for field hospitals,"""Support from foreign medical teams is needed to establish field hospitals in the VDCs of Bidur, Chautara, Dhunche and Ramechhap as the four district hospitals in these locations have been destroyed."""
42128,conventional,NA,UN/Sitrep10,central,rasuwa,dhunche,NA,need,medical,support from foreign medical teams for field hospitals,"""Support from foreign medical teams is needed to establish field hospitals in the VDCs of Bidur, Chautara, Dhunche and Ramechhap as the four district hospitals in these locations have been destroyed."""
42128,conventional,NA,UN/Sitrep10,central,sindhupalchok,NA,NA,observation,damage,main building of District Development Committee damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
42128,conventional,NA,UN/Sitrep10,central,sindhupalchok,chautara,NA,observation,damage,municipal government buildings damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
42128,conventional,NA,UN/Sitrep10,central,sindhupalchok,melamchi,NA,observation,damage,municipal government buildings damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
42128,conventional,NA,UN/Sitrep10,central,sindhupalchok,NA,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
42128,conventional,NA,UN/Sitrep10,central,sindhupalchok,chautara,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
42128,conventional,NA,UN/Sitrep10,central,sindhupalchok,melamchi,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
42128,conventional,NA,UN/Sitrep10,central,sindhupalchok,NA,NA,observation,population behavior,truck carrying food supplies stopped on 3 May,"""On 3 May, it has been reported that a truck carrying food supplies was stopped by locals in the Sindhupalchowk district."""
