date,source,author,region,district,location1,location2,type,label,description,text,link
27-Apr,twitter,HR/Sitrep4,western,gorkha,uhya,NA,observation,general assessment,no aid has received this community,"Reports that no relief has yet reached the following villages, all VDCs 20k away from epicenter",https://twitter.com/uttambabu/status/592862042391969792
27-Apr,twitter,HR/Sitrep4,western,gorkha,sirdibas,NA,observation,general assessment,no aid has received this community,"Reports that no relief has yet reached the following villages, all VDCs 20k away from epicenter",https://twitter.com/uttambabu/status/592862042391969792
28-Apr,twitter,HR/Sitrep4,NA,NA,NA,NA,observation,search&rescue,drones available for s&r,Drones available for search and rescue. They're on standby. Contact Tony Whelan +9779818753594 or at Dwarika's- 977-1-4479488.,https://twitter.com/mikaness/status/592914733331677185
28-Apr,facebook,HR/Sitrep4,central,bhaktapur,NA,NA,observation,casualties,people trapped under rubble,"People still trapped under rubble (source: Shashank Shresta & translator’s friends & family). People need food, water and tents & rescue teams",https://www.facebook.com/malina.kawan?fref=ts
29-Apr,facebook,HR/Sitrep4,central,bhaktapur,NA,NA,need,nutrition,food needed,"In Bhaktapur, a gentleman is taking care of more than 40 kids who need food - 9841796550. (",https://www.facebook.com/permalink.php?story_fbid=10153268356002451&id=562092450&fref=nf&pnref=story
29-Apr,facebook,HR/Sitrep4,central,bhaktapur,NA,NA,need,sanitation,water needed,"People still trapped under rubble (source: Shashank Shresta & translator’s friends & family). People need food, water and tents & rescue teams",https://www.facebook.com/malina.kawan?fref=ts
29-Apr,facebook,HR/Sitrep4,central,bhaktapur,NA,NA,need,shelter,tents needed,"People still trapped under rubble (source: Shashank Shresta & translator’s friends & family). People need food, water and tents & rescue teams",https://www.facebook.com/malina.kawan?fref=ts
29-Apr,facebook,HR/Sitrep4,central,bhaktapur,NA,NA,need,search&rescue,s&r teams,"People still trapped under rubble (source: Shashank Shresta & translator’s friends & family). People need food, water and tents & rescue teams",https://www.facebook.com/malina.kawan?fref=ts
28-Apr,twitter,HR/Sitrep4,central,dhading,NA,NA,need,nutrition,food needed,"Dhading needs urgent help. No food, shelter, tent, clothes for survivors.",https://twitter.com/Aline_Carr/status/592944541285638144
28-Apr,twitter,HR/Sitrep4,central,dhading,NA,NA,need,shelter,shelter needed,"Dhading needs urgent help. No food, shelter, tent, clothes for survivors.",https://twitter.com/Aline_Carr/status/592944541285638144
28-Apr,twitter,HR/Sitrep4,central,dhading,NA,NA,need,general assessment,clothes for survivors,"Dhading needs urgent help. No food, shelter, tent, clothes for survivors.",https://twitter.com/Aline_Carr/status/592944541285638144
27-Apr,twitter,HR/Sitrep4,western,gorkha,saurpani,NA,observation,casualties,hundreds feared dead,"Saurpani, a village of 5,000-6,000 inhabitants. Hundreds feared dead and reports suggest rescue teams have yet to reach here",https://twitter.com/Suresh_Design/status/592750990119608322
27-Apr,twitter,HR/Sitrep4,western,gorkha,saurpani,NA,observation,search&rescue,rescue teams yet to reach village,"Saurpani, a village of 5,000-6,000 inhabitants. Hundreds feared dead and reports suggest rescue teams have yet to reach here",https://twitter.com/Suresh_Design/status/592750990119608322
28-Apr,twitter,HR/Sitrep4,central,kathmandu,sankhu,NA,observation,general assessment,needs support; odor spreading,"Sankhu (coordinates: 27.716667, 85.45) - heritage town in NW KTM Valley, nearly flattened. Needs support. Odor is spreading. (",https://twitter.com/KanakManiDixit/status/593032305674846209
28-Apr,twitter,HR/Sitrep4,central,kavrepalanchok,nala,NA,need,general assessment,general response needed,"Need immediate response Kavre district (Nala, Deupur, Paanchkhal and Mandan)",https://twitter.com/Aline_Carr/status/592945769424015361
28-Apr,twitter,HR/Sitrep4,central,kavrepalanchok,deupur,NA,need,general assessment,general response needed,"Need immediate response Kavre district (Nala, Deupur, Paanchkhal and Mandan)",https://twitter.com/Aline_Carr/status/592945769424015361
28-Apr,twitter,HR/Sitrep4,central,kavrepalanchok,paanchkhal,NA,need,general assessment,general response needed,"Need immediate response Kavre district (Nala, Deupur, Paanchkhal and Mandan)",https://twitter.com/Aline_Carr/status/592945769424015361
28-Apr,twitter,HR/Sitrep4,central,kavrepalanchok,mandan,NA,need,general assessment,general response needed,"Need immediate response Kavre district (Nala, Deupur, Paanchkhal and Mandan)",https://twitter.com/Aline_Carr/status/592945769424015361
28-Apr,twitter,HR/Sitrep4,central,kavrepalanchok,paunati,NA,need,general assessment,general help; clothes,"Families in Panauti 3, Kavre urgently need food, clothes, help. (Cont: Bidur 9808663986 / 9841430841)",https://twitter.com/Aline_Carr/status/592943835262676992
28-Apr,twitter,HR/Sitrep4,central,kavrepalanchok,paunati,NA,need,nutrition,food needed,"Families in Panauti 3, Kavre urgently need food, clothes, help. (Cont: Bidur 9808663986 / 9841430841)",https://twitter.com/Aline_Carr/status/592943835262676992
27-Apr,twitter,HR/Sitrep4,central,kavrepalanchok,bhandari gauri,NA,observation,casualties,hundreds feared dead,"Bhandari Gaun (27.576926, 85.529450), part of larger village area of 6,000 inhabitants. Hundreds feared dead, reports suggest rescue team have yet to reach here",https://twitter.com/Suresh_Design/status/592750990119608322
28-Apr,facebook,HR/Sitrep4,central,lalitpur,harisddhi area,NA,observation,general assessment,situation really bad,"Our team of 8 visited camps in Harisiddhi area, situation there is really bad. Most of the camps are in need of immediate medical attention. Due to the poor hygiene, small kids are facing skin diseases. One of the kids from the camp who is just 1 year old is severely sick and his face is covered with rashes and mosquito bites. We rushed him and his mother to near by health post with the help of locals but we couldn't get support because there were no doctors.",https://www.facebook.com/raisanphosan?fref=nf
28-Apr,facebook,HR/Sitrep4,central,lalitpur,harisddhi area,NA,need,medical,medical attention needed; no doctors available,"Our team of 8 visited camps in Harisiddhi area, situation there is really bad. Most of the camps are in need of immediate medical attention. Due to the poor hygiene, small kids are facing skin diseases. One of the kids from the camp who is just 1 year old is severely sick and his face is covered with rashes and mosquito bites. We rushed him and his mother to near by health post with the help of locals but we couldn't get support because there were no doctors.",https://www.facebook.com/raisanphosan?fref=nf
28-Apr,facebook,HR/Sitrep4,central,lalitpur,harisddhi area,NA,observation,medical,children face skin diseases,"Our team of 8 visited camps in Harisiddhi area, situation there is really bad. Most of the camps are in need of immediate medical attention. Due to the poor hygiene, small kids are facing skin diseases. One of the kids from the camp who is just 1 year old is severely sick and his face is covered with rashes and mosquito bites. We rushed him and his mother to near by health post with the help of locals but we couldn't get support because there were no doctors.",https://www.facebook.com/raisanphosan?fref=nf
27-Apr,twitter,HR/Sitrep4,central,rasuwa,kyanjin gompa,NA,observation,general assessment,300 people stranded,"300 people stranded in Kyanjin Gompa coordinates: (28.213737, 85.526021), in need of food",https://twitter.com/RachelBuck112/status/592885114755010561
27-Apr,twitter,HR/Sitrep4,central,rasuwa,kyanjin gompa,NA,need,nutrition,300 people in need of food,"300 people stranded in Kyanjin Gompa coordinates: (28.213737, 85.526021), in need of food",https://twitter.com/RachelBuck112/status/592885114755010561
28-Apr,facebook,HR/Sitrep4,central,rasuwa,NA,NA,need,nutrition,food needed ,"Group of people - unknown number - need food, water & rescue",https://www.facebook.com/earthquakenepal2015/photos/a.893840567341114.1073741829.893681627357008/894689617256209/?type=1
28-Apr,facebook,HR/Sitrep4,central,rasuwa,NA,NA,need,sanitation,water needed,"Group of people - unknown number - need food, water & rescue",https://www.facebook.com/earthquakenepal2015/photos/a.893840567341114.1073741829.893681627357008/894689617256209/?type=2
28-Apr,facebook,HR/Sitrep4,central,rasuwa,NA,NA,need,search&rescue,rescue needed,"Group of people - unknown number - need food, water & rescue",https://www.facebook.com/earthquakenepal2015/photos/a.893840567341114.1073741829.893681627357008/894689617256209/?type=3
27-Apr,twitter,HR/Sitrep4,central,nuwakot,trishuli city,NA,observation,damage,95% of homes destroyed,Trishuli City - 95% of homes have been destroyed,https://twitter.com/thapaajeet24/status/592778282011107332
28-Apr,twitter,HR/Sitrep4,central,nuwakot,kalyanpur ward no 6,NA,need,nutrition,food needed,"Nuwakot, Kalyanpur ward no 6 needs food. Contact Sujan Tamang 9813383384",https://twitter.com/Aline_Carr/status/592945113631961088
28-Apr,personal contacts/email,HR/Sitrep4,central,sindhupalchok,NA,NA,observation,casualties,police officers killed as their office collapsed,"Police persons were killed as their office collapsed in the quake. Due to the collapse of the police office and disruption of communications, it has been very difficult to collect data on deaths and damages, said Krishna Gyawali, Chief District Officer from Sindhupalchowk (via email)",NA
28-Apr,personal contacts/email,HR/Sitrep4,central,sindhupalchok,NA,NA,observation,casualties,difficult to collect data on deaths/damages,"Police persons were killed as their office collapsed in the quake. Due to the collapse of the police office and disruption of communications, it has been very difficult to collect data on deaths and damages, said Krishna Gyawali, Chief District Officer from Sindhupalchowk (via email)",NA
28-Apr,twitter,HR/Sitrep4,central,kathmandu,NA,hospitals,observation,medical,number of injured is decreasing,"Reports of the number of injured is gradually decreasing in Kathmandu hospitals, however relief and tents are still needed for villages",https://twitter.com/tikapd/status/592912418650660866
28-Apr,twitter,HR/Sitrep4,central,kathmandu,NA,hospitals,need,general assessment,general relief needed for villages,"Reports of the number of injured is gradually decreasing in Kathmandu hospitals, however relief and tents are still needed for villages",https://twitter.com/tikapd/status/592912418650660866
28-Apr,twitter,HR/Sitrep4,central,kathmandu,NA,hospitals,need,shelter,tents needed for villages,"Reports of the number of injured is gradually decreasing in Kathmandu hospitals, however relief and tents are still needed for villages",https://twitter.com/tikapd/status/592912418650660866
28-Apr,personal contacts/email,HR/Sitrep4,central,kathmandu,kokhana village,,observation,medical,many suffer from diarrhea,"With the lack of safe drinking water after the April 25 earthquake, people in Khokana village, the southern outskirt of the Kathmandu Valley, have begun suffering from diarrhea. Although the villagers initially received treatment at local health posts, the number of the sufferers increased. One report states that more than 100 diarrhoea patients have been provided treatment at a health camps run by a joint team of Nepal Army and the Bangladesh Army. (Trusted source via email)",NA
28-Apr,facebook,HR/Sitrep4,central,bhaktapur,NA,siddhi memorial hospital,need,medical,emergency drugs; gloves; antibiotics,"Siddhi Memorial hospital, (coordinates:27.668368, 85.43256) needs emergency drugs, gloves, ORS and antibiotics, detailed list will be published here",https://www.facebook.com/SMFNepal?pnref=story
27-Apr,twitter,HR/Sitrep4,central,bhaktapur,liwali,NA,need,medical,couple in need of urgent medical aid,"Couple in need of urgent medical aid - Liwali (coordinates: 27.670963, 85.439169), behind Surya Binayak. Phone number: 9841791480",https://twitter.com/usualcuriosity/status/592894343440146433
28-Apr,twitter,HR/Sitrep4,central,bhaktapur,NA,B&B hospital,observation,medical,hospital overcrowded; people lying outdoors,B&B Hospital in Bhaktapur is overcrowded; many lying outdoors.,https://twitter.com/STERLINGMHOLMES/status/592573489401434113 https://www.facebook.com/SGBreakingNews/posts/933661823353205
28-Apr,twitter,HR/Sitrep4,central,dhading,NA,NA,need,medical,two orthopedic surgeons; two ER doctors and two OR nurses for 2-3 weeks,"One Heart World-Wide medical camp is looking for two orthopedic surgeons, two ER doctors and two OR nurses to go to Nepal immediately for 2-3 weeks for a medical camp in Dhading.",https://www.facebook.com/sibylle.kristensen/posts/10152772124255969?fref=nf
27-Apr,twitter,HR/Sitrep4,central,kathmandu,NA,NA,need,medical,doctors for MSF,Doctors still desperately needed. Requested to sign-up @MSF_India,https://twitter.com/deenbernads7/status/592913082017574913
28-Apr,twitter,HR/Sitrep4,central,kathmandu,NA,NA,need,medical,phenyl and hospital masks,"Sankhu town (coordinates: 27.512508,85.329129) needs phenyl and hospital masks",https://twitter.com/nepalrises/status/592943226086158337
28-Apr,twitter,HR/Sitrep4,central,kathmandu,NA,dhulikhel hospital,need,medical,tents; blankets; medical supplies; mattresses,"Dhulikhel Hospital - Tents, blankets, medical supplies and mattresses needed",https://twitter.com/mikaness/status/592978119537008642
28-Apr,twitter,HR/Sitrep4,central,sindhupalchok,NA,NA,need,medical,situation bad; need for medical teams/supplies,"from volunteers headed toward Barhabise-Dhuskun - the situation is worse, and there is an urgent need for medical teams and supplies.",https://twitter.com/crazypkc/status/592954382293049345
27-Apr,twitter,HR/Sitrep4,NA,NA,NA,NA,need,medical,hemodialysis machines,Hemodialysis machines,https://twitter.com/Prabal_TMC_AAP/status/592908525187289090
28-Apr,twitter,HR/Sitrep4,NA,NA,NA,NA,need,medical,"analgesics, psychologists, counsellors and neurosurgeons","analgesics, psychologists, counsellors and neurosurgeons (lots of spinal & head injuries). Also require battery packs",https://twitter.com/AnantBhan/status/592933398160613377
28-Apr,twitter,HR/Sitrep4,NA,NA,NA,NA,need,medical,battery packs,"analgesics, psychologists, counsellors and neurosurgeons (lots of spinal & head injuries). Also require battery packs",https://twitter.com/AnantBhan/status/592933398160613377
28-Apr,news media,HR/Sitrep4,central,kathmandu,,airport,observation,shelter,airport shelter for tourists,Kathmandu Airport is serving as shelter to tourists stranded,http://www.earthlymail.com/news/kathmandu-airport-shelters-the-stranded-as-rescue-teams-fly-in
28-Apr,personal contacts/email,HR/Sitrep4,central,lalitpur,jawalakhel,st mary's high school,observation,shelter,school serves as shelter,"Jawalakhel, Lalitpur area can find shelter in St. Mary's High School and for Bhaktapur you can go to Birendra sainik",NA
28-Apr,personal contacts/email,HR/Sitrep4,central,bhaktapur,,birendra sainik,observation,shelter,shelter location,"Jawalakhel, Lalitpur area can find shelter in St. Mary's High School and for Bhaktapur you can go to Birendra sainik",NA
30-Apr,facebook,HR/Sitrep5,central,rasuwa,shafru bensi,NA,observation,transport,way from SB towards dhunche is blocked by landslide,the way from Shafru Bensi direction Dhunche is blocked by landslide. (,https://www.facebook.com/TembasNepalTrekExpeditionPvtLtd
29-Apr,news media,HR/Sitrep5,NA,NA,NA,NA,observation,population behavior,roads are blocked by villagers demanding relief,"Villagers from the hardest-hit, remote villages are blocking roads and demanding faster relief from the govt.",http://www.huffingtonpost.com/2015/04/29/nepal-quake-aid-protest_n_7171506.html?ncid=tweetlnkushpmg00000067
29-Apr,news media,HR/Sitrep5,central,kathmandu,NA,NA,observation,transport,traffic out of Kathmandu is blocking roads,Heavy traffic out of Kathmandu is blocking roads,http://www.bbc.com/news/world-asia-32507783
28-Apr,twitter,HR/Sitrep5,western,kaski,pokhara,NA,observation,transport,road to India now open,"The roads from Pokhara & Lubini to Maharashtra, India are now open, allowing Indians in Nepal to return to India through Maharashtra.",https://twitter.com/Dev_Fadnavis/status/593102213557325824
28-Apr,twitter,HR/Sitrep5,western,rupandehi,lumbini,NA,observation,transport,road to India now open,"The roads from Pokhara & Lubini to Maharashtra, India are now open, allowing Indians in Nepal to return to India through Maharashtra.",https://twitter.com/Dev_Fadnavis/status/593102213557325824
28-Apr,news media,HR/Sitrep5,central,kathmandu,NA,main highway,observation,transport,main highway east of KTM somewhat ok,"The main highway east of Kathmandu was heavily damaged, though it’s been filled in with rubble and dirt, allowing some access to affected villages in the east. The network of smaller roads is still heavily damaged.",http://www.cnn.com/2015/04/28/asia/arwa-damon-rural-nepal-earthquake/index.html
28-Apr,news media,HR/Sitrep5,central,kathmandu,NA,NA,observation,transport,network of smaller roads still heavily damaged,"The main highway east of Kathmandu was heavily damaged, though it’s been filled in with rubble and dirt, allowing some access to affected villages in the east. The network of smaller roads is still heavily damaged.",http://www.cnn.com/2015/04/28/asia/arwa-damon-rural-nepal-earthquake/index.html
29-Apr,twitter,HR/Sitrep5,central,bhaktapur,NA,NA,need,shelter,tents needed,Need help in bhaktapur! medical help has reached but not tents and food!,https://twitter.com/ankitsharmaUN/status/593420037605629952
29-Apr,twitter,HR/Sitrep5,central,bhaktapur,NA,NA,need,nutrition,food needed,Need help in bhaktapur! medical help has reached but not tents and food!,https://twitter.com/ankitsharmaUN/status/593420037605629952
29-Apr,facebook,HR/Sitrep5,western,gorkha,piumatar,NA,need,shelter,people living outside; in need of tents,"almost all ppl living outside on ground, need tarps or tents.",https://www.facebook.com/NepalEarthquakeReliefVolunteers
28-Apr,facebook,HR/Sitrep5,western,gorkha,NA,NA,observation,damage,heavy damage,The Whole Karma flights team has reached 35 km inland from Gorkha. We are the first team with aid here. We had to take a tractor the last few km to get the supplys and last volunteers in. Very very difficult road. Villagers welcomed us with dal baht. The village seems to have extensive damage. We are all safe and the medical team will start work tomorrow,https://www.facebook.com/timexley?fref=nf
28-Apr,facebook,HR/Sitrep5,western,gorkha,NA,NA,observation,transport,difficult to access roads,The Whole Karma flights team has reached 35 km inland from Gorkha. We are the first team with aid here. We had to take a tractor the last few km to get the supplys and last volunteers in. Very very difficult road. Villagers welcomed us with dal baht. The village seems to have extensive damage. We are all safe and the medical team will start work tomorrow,https://www.facebook.com/timexley?fref=nf
28-Apr,facebook,HR/Sitrep5,western,gorkha,saurpani,NA,observation,damage,all buildings are damaged,"We set up a basecamp at Chanaute (28.243,84.3756) and the medical team reached the local area and as far as Saurpani (28.130171,84.705971). We found no serious injuries, most in serious condition have been airlifted from this area. Almost all building have collapsed or are unlivable. People need basic aid. Tarps and tents for shelter are the most needed as are cooking utensils , blankets, clothes food, chargers for their phones, headlamps and batteries for headlamps etc. The road is very bad, almost unpassable by 4WD and further up the valley is blocked and dangerous further up the valley.",https://www.facebook.com/groups/NepalEarthquakeResponse/966681260033421/?notif_t=group_activity
28-Apr,facebook,HR/Sitrep5,western,gorkha,saurpani,NA,need,shelter,tarps and tents for shelter,"We set up a basecamp at Chanaute (28.243,84.3756) and the medical team reached the local area and as far as Saurpani (28.130171,84.705971). We found no serious injuries, most in serious condition have been airlifted from this area. Almost all building have collapsed or are unlivable. People need basic aid. Tarps and tents for shelter are the most needed as are cooking utensils , blankets, clothes food, chargers for their phones, headlamps and batteries for headlamps etc. The road is very bad, almost unpassable by 4WD and further up the valley is blocked and dangerous further up the valley.",https://www.facebook.com/groups/NepalEarthquakeResponse/966681260033421/?notif_t=group_activity
28-Apr,facebook,HR/Sitrep5,western,gorkha,saurpani,NA,need,nutrition,food needed,"We set up a basecamp at Chanaute (28.243,84.3756) and the medical team reached the local area and as far as Saurpani (28.130171,84.705971). We found no serious injuries, most in serious condition have been airlifted from this area. Almost all building have collapsed or are unlivable. People need basic aid. Tarps and tents for shelter are the most needed as are cooking utensils , blankets, clothes food, chargers for their phones, headlamps and batteries for headlamps etc. The road is very bad, almost unpassable by 4WD and further up the valley is blocked and dangerous further up the valley.",https://www.facebook.com/groups/NepalEarthquakeResponse/966681260033421/?notif_t=group_activity
28-Apr,twitter,HR/Sitrep5,western,gorkha,NA,NA,need,shelter,gorkha needs 5000 tents,Gorkha needs 5000 tents (translation from Nepali),https://twitter.com/gaulesaugat/status/593274817417097216
29-Apr,facebook,HR/Sitrep5,central,sindhupalchok,jatan,NA,need,medical,many injured but no care,"In the last few days we were out in the extremely badly hit area of Helambu, trying to assess the situation and provide relief, food, medicine and shelter to many who lost their homes and family members. Every village we walked through is completely destroyed with many casualties. The remote village called Jatan (27°54'43"",85°36'58"") has not received any help four days after the earthquake, many are seriously injured, without even the slightest sanitation for their open wounds.",https://www.facebook.com/gilad.yakir?pnref=story
29-Apr,facebook,HR/Sitrep5,central,sindhupalchok,NA,NA,observation,damage,every village severely damaged,"In the last few days we were out in the extremely badly hit area of Helambu, trying to assess the situation and provide relief, food, medicine and shelter to many who lost their homes and family members. Every village we walked through is completely destroyed with many casualties. The remote village called Jatan (27°54'43"",85°36'58"") has not received any help four days after the earthquake, many are seriously injured, without even the slightest sanitation for their open wounds.",https://www.facebook.com/gilad.yakir?pnref=story
29-Apr,personal contacts/email,HR/Sitrep5,central,kathmandu,ward 15,NA,need,nutrition,food needed,"Food, shelter, maybe medical help needed. Bijay Lama, Dakshinkhali Nagarpalika, Chettra number 10, ward #15, Kathmandu, Phone: 9803141451. (source: personal communication via Translators without Borders).",NA
29-Apr,personal contacts/email,HR/Sitrep5,central,kathmandu,ward 15,NA,need,shelter,shelter needed,"Food, shelter, maybe medical help needed. Bijay Lama, Dakshinkhali Nagarpalika, Chettra number 10, ward #15, Kathmandu, Phone: 9803141451. (source: personal communication via Translators without Borders).",NA
29-Apr,personal contacts/email,HR/Sitrep5,central,kathmandu,ward 15,NA,need,medical,maybe medical help needed,"Food, shelter, maybe medical help needed. Bijay Lama, Dakshinkhali Nagarpalika, Chettra number 10, ward #15, Kathmandu, Phone: 9803141451. (source: personal communication via Translators without Borders).",NA
29-Apr,twitter,HR/Sitrep5,central,kathmandu,palubari,NA,need,shelter,tents,Need for tents in Palubari & Bishambhara near Sankhu! Heavy damage & families staying in open fields. (,https://twitter.com/JPrestholdt/status/593452914066075648
29-Apr,twitter,HR/Sitrep5,central,kathmandu,bishambhara,NA,need,shelter,tents,Need for tents in Palubari & Bishambhara near Sankhu! Heavy damage & families staying in open fields. (,https://twitter.com/JPrestholdt/status/593452914066075648
29-Apr,twitter,HR/Sitrep5,central,kathmandu,basantapur,NA,need,search&rescue,50 volunteers to save trapped people,Basantapur has trapped people. “Around 50 volunteers needed at Basantapur to rescue trapped ppl. Please contact Sabin Joshi- 9808200900.”,https://twitter.com/helpnep/status/593318209480065025
28-Apr,facebook,HR/Sitrep5,central,kathmandu,basundhara,NA,need,search&rescue,man buried in concrete rubble; needs help,"Urgent: Ankit Pokharel notified that he is buried in concrete rebel since Saturday, in Basundhara, Kathmandu. Immediate assistance required.",https://www.facebook.com/photo.php?fbid=10153344438779905&set=a.10151167870769905.464938.675784904&type=1&theater
29-Apr,facebook,HR/Sitrep5,central,kavrepalanchok,NA,NA,need,shelter,tents and blankets for 4000 people,"There is an urgent need for tents and blankets for 4000 people in Kavre district, surviving in the open air. Anyone who can provide supplies and trucks, call Please contact Suman Rayamajhi at 9801055299",https://www.facebook.com/Siddhartha.Baral?fref=nf
29-Apr,personal contacts/email,HR/Sitrep5,central,lalitpur,ashram,NA,need,nutrition,food needed,"Ashram VDC - Attention needed for Whaisle Dhorje Bhurung, Ashram VDC, ward #1, Lalitpur, Phone: 9741165067. Food, shelter, maybe medical. (source: personal communication via Translators without Borders).",NA
29-Apr,personal contacts/email,HR/Sitrep5,central,lalitpur,ashram,NA,need,shelter,shelter needed,"Ashram VDC - Attention needed for Whaisle Dhorje Bhurung, Ashram VDC, ward #1, Lalitpur, Phone: 9741165067. Food, shelter, maybe medical. (source: personal communication via Translators without Borders).",NA
29-Apr,personal contacts/email,HR/Sitrep5,central,lalitpur,ashram,NA,need,medical,maybe medical help needed,"Ashram VDC - Attention needed for Whaisle Dhorje Bhurung, Ashram VDC, ward #1, Lalitpur, Phone: 9741165067. Food, shelter, maybe medical. (source: personal communication via Translators without Borders).",NA
29-Apr,facebook,HR/Sitrep5,central,lalitpur,harisiddhi,NA,need,medical,various medical incidents; general medical help needed,"Our team of 8 visited camps in Harisiddhi area, Lalitpur district, situation there is really bad. Most of the camps are in need of immediate medical attention. Due to the poor hygiene, small kids are facing skin diseases. A 2 year old child is severely sick and his face is covered with rashes and mosquito bites. No doctors at nearby health post. One older lady went to the hospital with a head injury, they said that hospital treated her but didn't clean the wound properly so it got infected because of the mud on her wound. A 75 years old lady with a fractured leg needs surgery but hospitals returned her just with the plaster and she is in lot of pain with swollen leg. Supplies, medical personnel, masks, tents, food, water needed.",https://www.facebook.com/raisanphosan/posts/1046001592095635
30-Apr,facebook,HR/Sitrep5,central,rasuwa,brabal,NA,observation,damage,houses destroyed; people outside,Houses are completely destroyed and damaged. People are sitting and sleeping outside under plastic.,https://www.facebook.com/TembasNepalTrekExpeditionPvtLtd
29-Apr,personal contacts/email,HR/Sitrep5,western,myagdi,tatopani,NA,observation,search&rescue,evacuation needed for nunnery,Someone reported Evac required for Nunnery in Tatopani.,NA
29-Apr,facebook,HR/Sitrep5,central,nuwakot,NA,NA,observation,general assessment,no aid received,Our team is in Nuwakot. Situation is very pathetic. Almost none of the relief and rescue works are done there. People are just looking at the helicopters flying high above them,https://www.facebook.com/permalink.php?story_fbid=422980394550150&id=394730397375150
29-Apr,personal contacts/email,HR/Sitrep5,central,rasuwa,dhaibung,NA,need,medical,man was buried in rubble and pulled out; needs assistance,"Distress call received by Nepali in US from family in Nepal: Man Yam Nath Khatioda attention in Ward #5, Dhaibung, Kalikasthan, Rasuwa. Phone: 9849018190, 9849381174. Name of the last person is Yam Nath Khatioda. A man was buried neck deep before being pulled out of the rubble and needs medical attention. Food & shelter needed. (source: personal communication via Translators without Borders).",NA
29-Apr,personal contacts/email,HR/Sitrep5,central,rasuwa,dhaibung,NA,need,nutrition,food needed,"Distress call received by Nepali in US from family in Nepal: Man Yam Nath Khatioda attention in Ward #5, Dhaibung, Kalikasthan, Rasuwa. Phone: 9849018190, 9849381174. Name of the last person is Yam Nath Khatioda. A man was buried neck deep before being pulled out of the rubble and needs medical attention. Food & shelter needed. (source: personal communication via Translators without Borders).",NA
29-Apr,personal contacts/email,HR/Sitrep5,central,rasuwa,dhaibung,NA,need,shelter,shelter needed,"Distress call received by Nepali in US from family in Nepal: Man Yam Nath Khatioda attention in Ward #5, Dhaibung, Kalikasthan, Rasuwa. Phone: 9849018190, 9849381174. Name of the last person is Yam Nath Khatioda. A man was buried neck deep before being pulled out of the rubble and needs medical attention. Food & shelter needed. (source: personal communication via Translators without Borders).",NA
29-Apr,online community,HR/Sitrep5,central,sindhupalchok,baruwa,NA,need,general assessment,village in need of general assistance,"Villages still without help in Sindhupalchok after 5 days: (source) ? Baruwa (27.981779,85.618340), Yangri (27.972441,85.631683), Gankharka (28.000040,85.602112), Sunchaur (27.99248, 85.62845), Polgaung (coordinates not found), Talegaun (28.836479,82.089417), Thalchok (27.981779,85.618340), Ribarma (28.0002,85.6276)",http://earthquake-report.com/2015/04/25/massive-earthquake-nepal-on-april-25-2015/
29-Apr,online community,HR/Sitrep5,central,sindhupalchok,yangri,NA,need,general assessment,village in need of general assistance,"Villages still without help in Sindhupalchok after 5 days: (source) ? Baruwa (27.981779,85.618340), Yangri (27.972441,85.631683), Gankharka (28.000040,85.602112), Sunchaur (27.99248, 85.62845), Polgaung (coordinates not found), Talegaun (28.836479,82.089417), Thalchok (27.981779,85.618340), Ribarma (28.0002,85.6276)",http://earthquake-report.com/2015/04/25/massive-earthquake-nepal-on-april-25-2015/
29-Apr,online community,HR/Sitrep5,central,sindhupalchok,gankharka,NA,need,general assessment,village in need of general assistance,"Villages still without help in Sindhupalchok after 5 days: (source) ? Baruwa (27.981779,85.618340), Yangri (27.972441,85.631683), Gankharka (28.000040,85.602112), Sunchaur (27.99248, 85.62845), Polgaung (coordinates not found), Talegaun (28.836479,82.089417), Thalchok (27.981779,85.618340), Ribarma (28.0002,85.6276)",http://earthquake-report.com/2015/04/25/massive-earthquake-nepal-on-april-25-2015/
29-Apr,online community,HR/Sitrep5,central,sindhupalchok,sunchaur,NA,need,general assessment,village in need of general assistance,"Villages still without help in Sindhupalchok after 5 days: (source) ? Baruwa (27.981779,85.618340), Yangri (27.972441,85.631683), Gankharka (28.000040,85.602112), Sunchaur (27.99248, 85.62845), Polgaung (coordinates not found), Talegaun (28.836479,82.089417), Thalchok (27.981779,85.618340), Ribarma (28.0002,85.6276)",http://earthquake-report.com/2015/04/25/massive-earthquake-nepal-on-april-25-2015/
29-Apr,online community,HR/Sitrep5,central,sindhupalchok,polgaung,NA,need,general assessment,village in need of general assistance,"Villages still without help in Sindhupalchok after 5 days: (source) ? Baruwa (27.981779,85.618340), Yangri (27.972441,85.631683), Gankharka (28.000040,85.602112), Sunchaur (27.99248, 85.62845), Polgaung (coordinates not found), Talegaun (28.836479,82.089417), Thalchok (27.981779,85.618340), Ribarma (28.0002,85.6276)",http://earthquake-report.com/2015/04/25/massive-earthquake-nepal-on-april-25-2015/
