date,type,source,author,region,district,location1,location2,type,label,description,text
42126,crowdsourced,news media,HR/Sitrep8,NA,NA,NA,NA,observation,nutrition,useless food donations are sent to nepal without consultation,"Nepal’s government has received useless food donations of tuna fish and mayonnaise and are renewing a request for grains, salt, and sugar."
42126,crowdsourced,online community,HR/Sitrep8,central,bhaktapur,NA,NA,observation,shelter,people living outside,"People are living under tarps or out in the open, without running water or toilets. Some 70 people are living in an improvised hut. Flies are everywhere. People say they haven't had any help from the outside — no medicine, no food."
42126,crowdsourced,online community,HR/Sitrep8,central,bhaktapur,NA,NA,observation,sanitation,people living without running water/toilets,"People are living under tarps or out in the open, without running water or toilets. Some 70 people are living in an improvised hut. Flies are everywhere. People say they haven't had any help from the outside — no medicine, no food."
42126,crowdsourced,online community,HR/Sitrep8,central,bhaktapur,NA,NA,need,medical,medicine needed,"People are living under tarps or out in the open, without running water or toilets. Some 70 people are living in an improvised hut. Flies are everywhere. People say they haven't had any help from the outside — no medicine, no food."
42126,crowdsourced,online community,HR/Sitrep8,central,bhaktapur,NA,NA,need,nutrition,food needed,"People are living under tarps or out in the open, without running water or toilets. Some 70 people are living in an improvised hut. Flies are everywhere. People say they haven't had any help from the outside — no medicine, no food."
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,borlang,NA,need,shelter,575 tents needed ,"In Borlang VDC, Gorkha, People are so much in need...PLEASE, PLEASE, PLEASE....This is a humble request to all contributors who are helping the victims. After a need assessment,the following things are required urgently for the victims of Borlang VDC, Gorkha. 1. Tents - 575 sets and plus 2. Rice - 250 sacks 3. Daal - 5 to 6 sacks 4. Salt - 500 packets 5. Soap - 500 pieces 6. Water guard (Piyush) - 500 bottles 7. Dry foods VDC Location - 23 km from Gorkha Bazaar For proper coordination Please contact Mr. Preetam Shrestha . His no. is 9856037427. He is there in Borlang VDC, helping the victims. Other contacts: Chitra Sir - 9843462855 Prakash Sir - 9851161617 / 9801041416 Krishna Gotame Sir - 9846730800 Buddi Sir - 974163376 Bikal Sir - 9851081823"
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,borlang,NA,need,nutrition,250 sacks of rice; 5/6 sacks of daal; 500 packets salt,"In Borlang VDC, Gorkha, People are so much in need...PLEASE, PLEASE, PLEASE....This is a humble request to all contributors who are helping the victims. After a need assessment,the following things are required urgently for the victims of Borlang VDC, Gorkha. 1. Tents - 575 sets and plus 2. Rice - 250 sacks 3. Daal - 5 to 6 sacks 4. Salt - 500 packets 5. Soap - 500 pieces 6. Water guard (Piyush) - 500 bottles 7. Dry foods VDC Location - 23 km from Gorkha Bazaar For proper coordination Please contact Mr. Preetam Shrestha . His no. is 9856037427. He is there in Borlang VDC, helping the victims. Other contacts: Chitra Sir - 9843462855 Prakash Sir - 9851161617 / 9801041416 Krishna Gotame Sir - 9846730800 Buddi Sir - 974163376 Bikal Sir - 9851081823"
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,borlang,NA,need,sanitation,500 pieces soap; 500 bottles water guard,"In Borlang VDC, Gorkha, People are so much in need...PLEASE, PLEASE, PLEASE....This is a humble request to all contributors who are helping the victims. After a need assessment,the following things are required urgently for the victims of Borlang VDC, Gorkha. 1. Tents - 575 sets and plus 2. Rice - 250 sacks 3. Daal - 5 to 6 sacks 4. Salt - 500 packets 5. Soap - 500 pieces 6. Water guard (Piyush) - 500 bottles 7. Dry foods VDC Location - 23 km from Gorkha Bazaar For proper coordination Please contact Mr. Preetam Shrestha . His no. is 9856037427. He is there in Borlang VDC, helping the victims. Other contacts: Chitra Sir - 9843462855 Prakash Sir - 9851161617 / 9801041416 Krishna Gotame Sir - 9846730800 Buddi Sir - 974163376 Bikal Sir - 9851081823"
42126,crowdsourced,twitter,HR/Sitrep8,western,gorkha,laprak,NA,observation,damage,absolute devastation,"reports of absolute devastation in Laprak. “We tried heli flight to Laprak on 27th, went impossible - Government might have dropped some foods & medicine but not enough.” “Earthquake Team regrouping in KTM. Absolute devastation in Laprak. Completely cut off & Heli support is nonexistent."
42126,crowdsourced,twitter,HR/Sitrep8,western,gorkha,manaslu,NA,need,general assessment,general relief needed,Got a phone 2 hours ago that the situation in Manaslu area is real bad! No relief for 7 days + children no food
42126,crowdsourced,twitter,HR/Sitrep8,western,gorkha,manaslu,NA,need,nutrition,food needed,Got a phone 2 hours ago that the situation in Manaslu area is real bad! No relief for 7 days + children no food
42126,crowdsourced,twitter,HR/Sitrep8,western,gorkha,manaslu,NA,observation,general assessment,situation is really bad,Got a phone 2 hours ago that the situation in Manaslu area is real bad! No relief for 7 days + children no food
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,taaku,NA,observation,damage,600 houses affected,600 houses affected. 400 tents already reached. Medics have already reached but no food and water. Contact Sanak - 9818945976
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,taaku,NA,need,nutrition,food needed,600 houses affected. 400 tents already reached. Medics have already reached but no food and water. Contact Sanak - 9818945976
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,taaku,NA,need,sanitation,water needed,600 houses affected. 400 tents already reached. Medics have already reached but no food and water. Contact Sanak - 9818945976
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,muchhok,NA,need,medical,medical service not needed,"950 houses, 4 hrs from 12 km, government distributed few tripaals., medic service not required. 300 tripaals still needed, no other help reached. Contact: 9816231803"
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,muchhok,NA,need,shelter,300 tripaals needed,"950 houses, 4 hrs from 12 km, government distributed few tripaals., medic service not required. 300 tripaals still needed, no other help reached. Contact: 9816231803"
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,aaru pokhari,NA,observation,damage,"1000 houses, 90% damaged","1000 house, 90% damaged."
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,taaklung,NA,observation,damage,"2500-3000 houses, 80% damaged","2500-3000 houses, 80% damaged."
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,makaising,NA,observation,damage,"2000 houses, 80% damaged","2000 houses, 80% damaged."
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,ampipal,NA,observation,damage,95% houses damaged,"2 hrs from Gorkha, 95% houses damaged, medical services enough reached, many tripaals and food needed."
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,ampipal,NA,need,medical,medical service not needed,"2 hrs from Gorkha, 95% houses damaged, medical services enough reached, many tripaals and food needed."
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,ampipal,NA,need,nutrition,food needed,"2 hrs from Gorkha, 95% houses damaged, medical services enough reached, many tripaals and food needed."
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,ampipal,NA,need,shelter,tripaals needed,"2 hrs from Gorkha, 95% houses damaged, medical services enough reached, many tripaals and food needed."
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,olang,NA,observation,transport,hard to reach (no help reached yet),"400 houses, 4 hrs on walk from Chanaute, difficult and steep route, all of the homes damaged, helicopters needed to supply materials there. Contact: Kalpana Devkota 9804233987. No govt help reached at all till now. Needed now tripaals and food."
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,olang,NA,observation,damage,400 homes (all) damaged,"400 houses, 4 hrs on walk from Chanaute, difficult and steep route, all of the homes damaged, helicopters needed to supply materials there. Contact: Kalpana Devkota 9804233987. No govt help reached at all till now. Needed now tripaals and food."
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,lapsibot,NA,need,medical,medical service not needed,"120 houses, 1 and half hours on vehicle from Bhachhek. No medicals service required. Only few tripaals distributed by government. Food and around 100 tripaals still required. Contact: Jhamka Nath Dhital: 9843298395)"
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,lapsibot,NA,need,shelter,100 tripaals required,"120 houses, 1 and half hours on vehicle from Bhachhek. No medicals service required. Only few tripaals distributed by government. Food and around 100 tripaals still required. Contact: Jhamka Nath Dhital: 9843298395)"
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,lapsibot,NA,need,nutrition,food needed,"120 houses, 1 and half hours on vehicle from Bhachhek. No medicals service required. Only few tripaals distributed by government. Food and around 100 tripaals still required. Contact: Jhamka Nath Dhital: 9843298395)"
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,dhawa,chautara gaun,observation,damage,99% destroyed,"Chautara Gaun ward 3-4, 99% destroyed and needs help."
42126,crowdsourced,facebook,HR/Sitrep8,western,gorkha,dhawa,chautara gaun,need,general assessment,needs general relief,"Chautara Gaun ward 3-4, 99% destroyed and needs help."
42126,crowdsourced,news media,HR/Sitrep8,central,kavrepalanchok,pauwathok,NA,observation,damage,all but a handful of houses destroyed; no relief yet,"All but a handful of houses destroyed. No one has stopped to help or bring supplies, but supply trucks have passed them by on the road without stopping. They have seen no government officials or police."
42126,crowdsourced,news media,HR/Sitrep8,central,kavrepalanchok,jalkeni,NA,observation,damage,many destroyed homes; no relief yet,"a village near Pauwathok. Many destroyed homes, no one has brought relief supplies."
42126,crowdsourced,online community,HR/Sitrep8,central,kathmandu,tupek,peak point academy,observation,general assessment,40 people affected,"No support group has reached Tupek, Chunikhel 4 (above Kapan - 27.740000, 85.37), Near Peak Point Academy where an estimated 40 people have been affected. They are in dire need of tents, medication and food."
42126,crowdsourced,online community,HR/Sitrep8,central,kathmandu,tupek,peak point academy,need,shelter,tents needed,"No support group has reached Tupek, Chunikhel 4 (above Kapan - 27.740000, 85.37), Near Peak Point Academy where an estimated 40 people have been affected. They are in dire need of tents, medication and food."
42126,crowdsourced,online community,HR/Sitrep8,central,kathmandu,tupek,peak point academy,need,medical,medication needed,"No support group has reached Tupek, Chunikhel 4 (above Kapan - 27.740000, 85.37), Near Peak Point Academy where an estimated 40 people have been affected. They are in dire need of tents, medication and food."
42126,crowdsourced,online community,HR/Sitrep8,central,kathmandu,tupek,peak point academy,need,nutrition,food needed,"No support group has reached Tupek, Chunikhel 4 (above Kapan - 27.740000, 85.37), Near Peak Point Academy where an estimated 40 people have been affected. They are in dire need of tents, medication and food."
42126,crowdsourced,twitter,HR/Sitrep8,central,nuwakot,raluka,NA,observation,general assessment,no relief supplies yet but much needed,no relief supplies. “They’re dying. You can contact me at 9841123349”
42126,crowdsourced,facebook,HR/Sitrep8,central,sindhupalchok,NA,NA,need,shelter,200 volunteers to collect data on shelters,"In order to to support the work undertaken by the many organisations and individuals, Clean up Nepal is undertaking a district-wide survey of the open shelters and number of people at each shelter in order to create a database that will assist organisations to contribute to needs more effectively. We are seeking 200 proactive, independent and self-motivated individuals to collect this data at different VDCs of Sindhupalchowk tomorrow on the 3rd of May 2015. As many of these VDCs are not accessible by bus, we will require at least 100 individuals to have their own mode of transport, i.e. bikes."
42126,crowdsourced,facebook,HR/Sitrep8,central,sindhupalchok,tipeni,bal mandir school,observation,shelter,134 children staying in 3 places,"Tipeni Village, Bal Mandir School (coordinates: 27.951203, 85.684578) - contact - Sandhya: 9841263826 There are 134 children staying in Naxal right now, who are kept in three different places. I even asked them if they have data about other 8 centers they said they haven't yet collected that. Supplies needed: ? Looking for: Lactogen Milk #1 & #2 (for 8 children age 1-3 yrs old). There are 11 babies under one years old and 8 children between 1-3 years old who need to be feed with Lactogen Num 1 and 2. ? Diapers (6-14 kg) for 20 kids. ? There are 7 differently abled kids who need adult (medium/large) diapers. ? Sanitary pads for girls having periods ? Snacks ? Mattresses ? 1-5 years baby clothes brand new no used clothes accepte"
42126,crowdsourced,facebook,HR/Sitrep8,central,sindhupalchok,tipeni,bal mandir school,need,children,lactogen milk for 8 children age 1-3 and for 11 babies <1yr,"Tipeni Village, Bal Mandir School (coordinates: 27.951203, 85.684578) - contact - Sandhya: 9841263826 There are 134 children staying in Naxal right now, who are kept in three different places. I even asked them if they have data about other 8 centers they said they haven't yet collected that. Supplies needed: ? Looking for: Lactogen Milk #1 & #2 (for 8 children age 1-3 yrs old). There are 11 babies under one years old and 8 children between 1-3 years old who need to be feed with Lactogen Num 1 and 2. ? Diapers (6-14 kg) for 20 kids. ? There are 7 differently abled kids who need adult (medium/large) diapers. ? Sanitary pads for girls having periods ? Snacks ? Mattresses ? 1-5 years baby clothes brand new no used clothes accepte"
42126,crowdsourced,facebook,HR/Sitrep8,central,sindhupalchok,tipeni,bal mandir school,need,children,6-14kg for 20 kids,"Tipeni Village, Bal Mandir School (coordinates: 27.951203, 85.684578) - contact - Sandhya: 9841263826 There are 134 children staying in Naxal right now, who are kept in three different places. I even asked them if they have data about other 8 centers they said they haven't yet collected that. Supplies needed: ? Looking for: Lactogen Milk #1 & #2 (for 8 children age 1-3 yrs old). There are 11 babies under one years old and 8 children between 1-3 years old who need to be feed with Lactogen Num 1 and 2. ? Diapers (6-14 kg) for 20 kids. ? There are 7 differently abled kids who need adult (medium/large) diapers. ? Sanitary pads for girls having periods ? Snacks ? Mattresses ? 1-5 years baby clothes brand new no used clothes accepte"
42126,crowdsourced,facebook,HR/Sitrep8,central,sindhupalchok,tipeni,bal mandir school,need,children,7 impaired kids who need medium/large diapers,"Tipeni Village, Bal Mandir School (coordinates: 27.951203, 85.684578) - contact - Sandhya: 9841263826 There are 134 children staying in Naxal right now, who are kept in three different places. I even asked them if they have data about other 8 centers they said they haven't yet collected that. Supplies needed: ? Looking for: Lactogen Milk #1 & #2 (for 8 children age 1-3 yrs old). There are 11 babies under one years old and 8 children between 1-3 years old who need to be feed with Lactogen Num 1 and 2. ? Diapers (6-14 kg) for 20 kids. ? There are 7 differently abled kids who need adult (medium/large) diapers. ? Sanitary pads for girls having periods ? Snacks ? Mattresses ? 1-5 years baby clothes brand new no used clothes accepte"
42126,crowdsourced,facebook,HR/Sitrep8,central,sindhupalchok,tipeni,bal mandir school,need,children,sanitary pads for girls having periods,"Tipeni Village, Bal Mandir School (coordinates: 27.951203, 85.684578) - contact - Sandhya: 9841263826 There are 134 children staying in Naxal right now, who are kept in three different places. I even asked them if they have data about other 8 centers they said they haven't yet collected that. Supplies needed: ? Looking for: Lactogen Milk #1 & #2 (for 8 children age 1-3 yrs old). There are 11 babies under one years old and 8 children between 1-3 years old who need to be feed with Lactogen Num 1 and 2. ? Diapers (6-14 kg) for 20 kids. ? There are 7 differently abled kids who need adult (medium/large) diapers. ? Sanitary pads for girls having periods ? Snacks ? Mattresses ? 1-5 years baby clothes brand new no used clothes accepte"
42126,crowdsourced,facebook,HR/Sitrep8,central,sindhupalchok,tipeni,bal mandir school,need,children,snacks,"Tipeni Village, Bal Mandir School (coordinates: 27.951203, 85.684578) - contact - Sandhya: 9841263826 There are 134 children staying in Naxal right now, who are kept in three different places. I even asked them if they have data about other 8 centers they said they haven't yet collected that. Supplies needed: ? Looking for: Lactogen Milk #1 & #2 (for 8 children age 1-3 yrs old). There are 11 babies under one years old and 8 children between 1-3 years old who need to be feed with Lactogen Num 1 and 2. ? Diapers (6-14 kg) for 20 kids. ? There are 7 differently abled kids who need adult (medium/large) diapers. ? Sanitary pads for girls having periods ? Snacks ? Mattresses ? 1-5 years baby clothes brand new no used clothes accepte"
42126,crowdsourced,facebook,HR/Sitrep8,central,sindhupalchok,tipeni,bal mandir school,need,children,mattresses,"Tipeni Village, Bal Mandir School (coordinates: 27.951203, 85.684578) - contact - Sandhya: 9841263826 There are 134 children staying in Naxal right now, who are kept in three different places. I even asked them if they have data about other 8 centers they said they haven't yet collected that. Supplies needed: ? Looking for: Lactogen Milk #1 & #2 (for 8 children age 1-3 yrs old). There are 11 babies under one years old and 8 children between 1-3 years old who need to be feed with Lactogen Num 1 and 2. ? Diapers (6-14 kg) for 20 kids. ? There are 7 differently abled kids who need adult (medium/large) diapers. ? Sanitary pads for girls having periods ? Snacks ? Mattresses ? 1-5 years baby clothes brand new no used clothes accepte"
42126,crowdsourced,facebook,HR/Sitrep8,central,sindhupalchok,tipeni,bal mandir school,need,children,"1-5yr children clothes, new (no used accepted","Tipeni Village, Bal Mandir School (coordinates: 27.951203, 85.684578) - contact - Sandhya: 9841263826 There are 134 children staying in Naxal right now, who are kept in three different places. I even asked them if they have data about other 8 centers they said they haven't yet collected that. Supplies needed: ? Looking for: Lactogen Milk #1 & #2 (for 8 children age 1-3 yrs old). There are 11 babies under one years old and 8 children between 1-3 years old who need to be feed with Lactogen Num 1 and 2. ? Diapers (6-14 kg) for 20 kids. ? There are 7 differently abled kids who need adult (medium/large) diapers. ? Sanitary pads for girls having periods ? Snacks ? Mattresses ? 1-5 years baby clothes brand new no used clothes accepte"
42126,crowdsourced,personal contacts/email,HR/Sitrep8,central,nuwakot,NA,NA,need,sanitation,mineral water donations sought,"CanHelp Nepal is looking for mineral water donations so that they can take them to Nuwakot, Dolakha and Gorkha. If you are donating water or know anyone who is, please get in touch at 9841053031"
42126,crowdsourced,personal contacts/email,HR/Sitrep8,central,dolakha,NA,NA,need,sanitation,mineral water donations sought,"CanHelp Nepal is looking for mineral water donations so that they can take them to Nuwakot, Dolakha and Gorkha. If you are donating water or know anyone who is, please get in touch at 9841053031"
42126,crowdsourced,personal contacts/email,HR/Sitrep8,western,gorkha,NA,NA,need,sanitation,mineral water donations sought,"CanHelp Nepal is looking for mineral water donations so that they can take them to Nuwakot, Dolakha and Gorkha. If you are donating water or know anyone who is, please get in touch at 9841053031"
42126,crowdsourced,twitter,HR/Sitrep9,central,sindhuli,NA,NA,observation,medical,"influenza, diarrhoea reported",Health teams have been deployed to Gorkha and Sindhuli districts to respond to reports of influenza and diarrheal cases.
42119,conventional,government,UN/Sitrep1,central,chitwan,NA,NA,observation,medical,well staffed,"""Chitwan and Pokhara which both are well staffed"""
42119,conventional,NA,UN/Sitrep1,central,dolakha,NA,NA,observation,general assessment,area is affected,"""Among the most affected districts are"""
42119,conventional,NA,UN/Sitrep1,western,gorkha,NA,NA,observation,general assessment,area is very affected,"""Most affected areas are Gorkha and Lamjung Districts (north-west of Kathmandu)."""
42119,conventional,government,UN/Sitrep1,western,gorkha,NA,NA,observation,medical,teams are sent to Gorkha,"""are sending medical teams to worst affected areas - Gorkha and Lamjung"""
42119,conventional,NA,UN/Sitrep1,western,kaski,NA,NA,observation,general assessment,area is affected,"""Among the most affected districts are"""
42119,conventional,NA,UN/Sitrep1,western,kaski,pokhara,NA,observation,general assessment,densely populated and heavily affected,"""This includes … Nepal's 2 largest cities - greater Kathmandu and Pokhara."""
42119,conventional,government,UN/Sitrep1,western,kaski,pokhara,NA,observation,medical,well staffed,"""Chitwan and Pokhara which both are well staffed"""
42119,conventional,NA,UN/Sitrep1,western,kaski,pokhara,pokhara airport,observation,transport,airport is open,"""The Kathmandu and Pokhara airport remains open. Some commercial flights appear to be coming in."""
42119,conventional,NA,UN/Sitrep1,central,kathmandu,NA,NA,observation,general assessment,damage only in old densely built-up neighborhoods,"""Damage in Kathmandu Valley limited to historical densely built up neighbourhoods."""
42119,conventional,NA,UN/Sitrep1,central,kathmandu,NA,NA,observation,damage,collapsed buildings/walls in historic buildings. Less overal damage than expected.,"""Impacts in Kathmandu valley include collapsed buildings and walls especially historic buildings in centres, but less overall damage and collapse of buildings than expected."""
42119,conventional,NA,UN/Sitrep1,central,kathmandu,kathmandu city,NA,observation,general assessment,densely populated and heavily affected,"""This includes … Nepal's 2 largest cities - greater Kathmandu and Pokhara."""
42119,conventional,NA,UN/Sitrep1,central,kathmandu,NA,NA,observation,medical,overcrowded hospitals,"""Hospitals are overcrowded."""
42119,conventional,NA,UN/Sitrep1,central,kathmandu,NA,NA,need,medical,lack of room for dead bodies,"""Hospitals are overcrowded."""
42119,conventional,NA,UN/Sitrep1,central,kathmandu,NA,NA,need,medical,need for emergency supplies,"""Hospitals are overcrowded."""
42119,conventional,NA,UN/Sitrep1,central,kathmandu,NA,bir hospital,observation,medical,people are treated outside,"""BIR hospital is treating people in the streets."""
42119,conventional,NA,UN/Sitrep1,central,kathmandu,NA,bir hospital,need,medical,emergency stocks are running out; more needed,"""There are reports that the hospital emergency stocks are depleting/used up and there is a need for a government decision on bringing kits from the military."""
42119,conventional,government,UN/Sitrep1,central,kathmandu,NA,NA,observation,medical,teams sent to Kathmandu,"""deploying small teams to hospitals in Kathmandu."""
42119,conventional,NA,UN/Sitrep1,central,kathmandu,NA,kathmandu airport,observation,transport,airport is open,"""The Kathmandu and Pokhara airport remains open. Some commercial flights appear to be coming in."""
42119,conventional,NA,UN/Sitrep1,central,kathmandu,NA,NA,observation,transport,status of roads unclear,"""Status of the feeder roads outside of Kathmandu Valley are still unclear."""
42119,conventional,NA,UN/Sitrep1,central,kavrepalanchok,NA,NA,observation,general assessment,area is affected,"""Among the most affected districts are"""
42119,conventional,NA,UN/Sitrep1,western,lamjung,NA,NA,observation,general assessment,area is very affected,"""Most affected areas are Gorkha and Lamjung Districts (north-west of Kathmandu)."""
42119,conventional,NA,UN/Sitrep1,western,lamjung,NA,NA,observation,shocks,epicenter of 7.8 magnitude earthquake at 11.56,"""At 11:56 local time, a 7.8 magnitude earthquake struck Nepal, with epicenter in Lamjung District (north-west) of Kathmandu; south of China border)."""
42119,conventional,government,UN/Sitrep1,western,lamjung,NA,NA,observation,medical,teams are sent to Lamjung,"""are sending medical teams to worst affected areas - Gorkha and Lamjung"""
42119,conventional,government,UN/Sitrep1,NA,NA,NA,NA,observation,casualties,700-1000 casualties,"""Latest government figures on total causalities are between 700-1000. This is expected to increase."""
42119,conventional,government,UN/Sitrep1,NA,NA,NA,NA,observation,general assessment,30 out of 75 districts affected,"""Total affected population not yet determined but 30 of 75 districts are reported to be affected."""
42119,conventional,UN field offices,UN/Sitrep1,eastern regions,NA,NA,NA,observation,general assessment,not badly affected,"""Initial reports from UN field offices are that the Eastern Region is not badly affected and Terrai has been minimally affected."""
42119,conventional,NA,UN/Sitrep1,NA,NA,NA,NA,observation,population behavior,people stay outside,"""Majority of population remaining outside houses due to fear of aftershocks and structural damage to buildings."""
42119,conventional,government,UN/Sitrep1,NA,NA,NA,NA,need,search&rescue,need for search & rescue teams,"""Government is currently reporting that needs include: Search and Rescue capacity"""
42119,conventional,government,UN/Sitrep1,NA,NA,NA,NA,need,medical,need for medical teams,"""Government is currently reporting that needs include: […] medical teams"""
42119,conventional,government,UN/Sitrep1,NA,NA,NA,NA,need,medical,need for emergency supplies,"""Government is currently reporting that needs include: […] supplies"""
42119,conventional,government,UN/Sitrep1,NA,NA,NA,NA,need,medical,need for tents,"""Government is currently reporting that needs include: […] tenting for hospitals"""
42119,conventional,government,UN/Sitrep1,NA,NA,NA,NA,need,medical,need for dead-body bags,"""Government is currently reporting that needs include: […] dead-body bags"""
42119,conventional,government,UN/Sitrep1,NA,NA,NA,NA,need,damage,need for clearing-up equipment,"""Government is currently reporting that needs include: […] heavy equipment for rubble removal"""
42119,conventional,government,UN/Sitrep1,NA,NA,NA,NA,need,transport,need for helicopters for access to remote areas,"""Government is currently reporting that needs include: […] helicopters for transport and access to remote areas"""
42119,conventional,government,UN/Sitrep1,NA,NA,NA,NA,observation,medical,all hospital staff mobilized,"""Government reports that all hospital staff mobilized"""
42119,conventional,government,UN/Sitrep1,NA,NA,NA,NA,observation,shelter,displaced camps in Kathmandu,"""Government is intending to set-up displaced camps in Kathmandu Valley and outside, where there are APF bases as these have established water supply and security."""
42119,conventional,government,UN/Sitrep1,NA,NA,NA,NA,need,nutrition,unclear on emergency food stocks,"""Government is unclear on emergency food stocks."""
42119,conventional,government,UN/Sitrep1,NA,NA,NA,NA,observation,damage,will mobilize construction sector for rubble removal,"""Government was requested to mobilize the construction sector for rubble removal."""
42119,conventional,government,UN/Sitrep1,NA,NA,NA,NA,observation,transport,unclarity about customs clearance re. aid,"""Government has been requested but is still unclear on expedited customs clearance for emergency crago and processes at the airport."""
42119,conventional,NA,UN/Sitrep1,central,nuwakot,NA,NA,observation,general assessment,area is affected,"""Among the most affected districts are"""
42119,conventional,NA,UN/Sitrep1,central,rasuwa,NA,NA,observation,general assessment,area is affected,"""Among the most affected districts are"""
42119,conventional,NA,UN/Sitrep1,central,sindhupalchok,NA,NA,observation,general assessment,area is affected,"""Among the most affected districts are"""
42128,conventional,NA,UN/Sitrep10,central,bhaktapur,NA,NA,observation,damage,municipal government buildings damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
42128,conventional,NA,UN/Sitrep10,central,bhaktapur,NA,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
42128,conventional,NA,UN/Sitrep10,central,dolakha,NA,NA,observation,population behavior,security incidents,"""Security incidents continue to be reported in Dolakha District."""
42128,conventional,NA,UN/Sitrep10,central,dolakha,NA,NA,observation,damage,main building of District Development Committee damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
42128,conventional,NA,UN/Sitrep10,central,dolakha,NA,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
42128,conventional,displacement tracking matrix,UN/Sitrep10,central,kathmandu,NA,camps,observation,shelter,"58 camps hosting 37,500 people open","""According to the Displacement Tracking Matrix (DTM), 58 camps hosting some 37,500 internally displaced people (IDPs) remain open in the Kathmandu Valley."""
42128,conventional,NA,UN/Sitrep10,central,kathmandu,NA,NA,observation,children,reports of unaccompanied/separated children,"""Reports of unaccompanied and separated children in Kathmandu and other the districts have been received."""
42128,conventional,government,UN/Sitrep10,NA,NA,NA,NA,observation,search&rescue,s&r teams asked to leave,"""On 3 May, the Government has formally requested international search and rescue (SAR) teams to begin their demobilization and exit plans."""
42128,conventional,government,UN/Sitrep10,NA,NA,NA,NA,observation,casualties,"7,365 deaths and 14,355 casualties","""On 4 May, the Government reported that 7,365 people have died and 14,355 have been injured."""
42128,conventional,government,UN/Sitrep10,NA,NA,NA,NA,observation,damage,"191,058 houses destroyed","""The earthquake has destroyed 191,058 homes and damaged 175,162 homes till date."""
42128,conventional,government,UN/Sitrep10,NA,NA,NA,NA,observation,damage,"175,162 houses damaged","""The earthquake has destroyed 191,058 homes and damaged 175,162 homes till date."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,damage,people need information about safety of returning home,"""IDPs require information as to whether it is safe to return to their damaged houses."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,shelter,management of camps outside kathmandu,"""There is insufficient number of camp management partners in-country; most are currently responding in Kathmandu."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,observation,damage,72 Village Development Committee (VDC) offices destroyed,"""72 Village Development Committee (VDC) offices were destroyed by the eartquake."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,observation,casualties,29 teachers and 57 student-teachers have died,"""To date, the Department of Education has reported that 29 teachers and 57 learners have died in the 14 worst affected districts"""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,observation,children,schools scheduled to re-open on 15 May,"""With the scheduled resumption of public school classes on 15 May, additional teachers will be needed."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,children,additional teachers to replace casualties,"""With the scheduled resumption of public school classes on 15 May, additional teachers will be needed."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,children,tarpaulins for outside kathmandu valley,"""Tarpaulins and recreational materials are needed to expand services beyond the Kathmandu Valley."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,children,recreational materials for outside kathmandu valley,"""Tarpaulins and recreational materials are needed to expand services beyond the Kathmandu Valley."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,medical,additional surgical equipment,"""Hospitals are in need of additional surgical (orthopedic) equipment and supplies."""
42128,conventional,NA,UN/Sitrep10,NA,NA,NA,NA,need,medical,rehabilitation services,"""There are limited rehabilitation services available for patients who have undergone operations."""
