date,source,author,region,district,location1,location2,type,label,description,text
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,sanitation,plastic buckets,"""…identified hygiene kits, aqua tabs and water purification/chlorination sachets, as well as plastic buckets and tarpaulins are urgently needed in all affected areas"""
28-Apr,NA,UN/Sitrep5,NA,NA,NA,NA,need,sanitation,3000 people require sanitation facilities,"""Some 3,000 people in these districts require sanitation facilities."""
29-Apr,government,UN/Sitrep6,NA,NA,NA,NA,observation,casualties,"5,006 dead and 10,194 injured","""the national Emergency Operations Center reported a total of 5,006 dead and 10,194 injured people"""
29-Apr,government,UN/Sitrep6,NA,NA,NA,NA,observation,damage,"3,673 houses destroyed","""A total of 3,673 houses were destroyed and 7,700 partially damaged by the earthquake."""
29-Apr,government,UN/Sitrep6,NA,NA,NA,NA,observation,damage,"7,700 partially damaged","""A total of 3,673 houses were destroyed and 7,700 partially damaged by the earthquake."""
29-Apr,NA,UN/Sitrep6,NA,NA,NA,NA,observation,search&rescue,search&rescue still limited outside kathmandu valley,"""Search and rescue (SAR) is still limited outside of the Kathmandu Valley."""
29-Apr,NA,UN/Sitrep6,NA,NA,NA,NA,need,search&rescue,fuel for transport,"""Fuel to transport SAR teams is limited."""
29-Apr,NA,UN/Sitrep6,NA,NA,NA,NA,observation,population behavior,security incidents,"""Isolated security incidents have been reported impeding relief distribution in some areas."""
29-Apr,NA,UN/Sitrep6,NA,NA,NA,NA,observation,general assessment,"400,000 families will require early recovery assistance (estimate)","""Initial estimates show that 400,000 families will require early recovery assistance, but specific details are yet to be collected from the affected districts."""
29-Apr,NA,UN/Sitrep6,NA,NA,NA,NA,need,children,education supplies,"""There is limited access to supplies to meet education needs"""
29-Apr,NA,UN/Sitrep6,NA,NA,NA,NA,observation,transport,re-routed flights hamper operations,"""Re-routed commercial and charter flights carrying relief items and responders challenge humanitarian operations"""
29-Apr,NA,UN/Sitrep6,NA,NA,NA,NA,need,nutrition,"immediate food resistance for 1,4 million over next three months","""Immediate food assistance is required for 1.4 million people over the next three months."""
29-Apr,NA,UN/Sitrep6,NA,NA,NA,NA,need,medical,support for mass casualty management,"""Support for mass casualty management is urgently needed in addition to the re-establishment of disrupted live-saving health services."""
29-Apr,NA,UN/Sitrep6,NA,NA,NA,NA,need,nutrition,"486,898 young and pregnant mothers require maternal services","""486,898 mothers of children under the age of five and pregnant women should benefit from the protection, promotion and support of optimal child feeding practices and related maternal nutrition."""
29-Apr,NA,UN/Sitrep6,NA,NA,NA,NA,need,nutrition,"14,455 children with severe acute malnutrition need care","""14,455 children with severe acute malnutrition (SAM) in 21 most affected districts shoud benefit from therapeutic feeding and care through community management of acute malnutrition (CMAM) programmes."""
29-Apr,NA,UN/Sitrep6,NA,NA,NA,NA,need,nutrition,"346,395 children <59mo need vitamin supplements and deworming tablets","""346,395 children 6-59 months old should benefit from for micronutrient supplementation interventions, including vitamin A supplements/multiple micro-nutrient powders and deworming tablets."""
29-Apr,NA,UN/Sitrep6,NA,NA,NA,NA,need,nutrition,"288,662 children <59mo need malnutrition prevention","""288,662 children 6-59 months should benefit from interventions to prevent/treat moderate acute malnutrition."""
29-Apr,NA,UN/Sitrep6,NA,NA,NA,NA,need,nutrition,"184,521 pregnant/young mothers need iron/folic acid supplements","""184,521 the pregnant women and breastfeeding mothers should benefit from iron and folic acid supplementation as per the national guidelines."""
29-Apr,NA,UN/Sitrep6,NA,NA,NA,NA,need,children,"16,500 lactating mothers need extra help (estimation)","""Over 16,500 women are estimated to be lactating and require special care."""
29-Apr,NA,UN/Sitrep6,NA,NA,NA,NA,need,shelter,people need to return to their home,"""While prolonged displacement should be avoided, families need to return to their homes subject to building safety."""
29-Apr,NA,UN/Sitrep6,NA,NA,NA,NA,need,sanitation,"4,2 people need WASH services (estimation)","""It is estimated that 4.2 million people need urgent WASH services."""
30-Apr,government,UN/Sitrep7,NA,NA,NA,NA,observation,damage,"130,033 houses destroyed","""As of 30 April, NEOC reports that 130,033 houses were destroyed and 85,856 houses damaged."""
30-Apr,government,UN/Sitrep7,NA,NA,NA,NA,observation,damage,"85,856 houses damaged","""As of 30 April, NEOC reports that 130,033 houses were destroyed and 85,856 houses damaged."""
30-Apr,government,UN/Sitrep7,NA,NA,NA,NA,observation,damage,"10,141 destroyed buildings on government premises","""Additionally, Government premises have been badly hit with 10,141 destoryed buildings and 13,502 damaged buildings."""
30-Apr,government,UN/Sitrep7,NA,NA,NA,NA,observation,damage,"13,502 damaged buildings on government premises","""Additionally, Government premises have been badly hit with 10,141 destoryed buildings and 13,502 damaged buildings."""
30-Apr,government,UN/Sitrep7,NA,NA,NA,NA,observation,casualties,"5,582 deaths","""The death toll from the 7.8 magnitude earthquake increased to 5,582 people with 11,175 injured, according to NEOC."""
30-Apr,government,UN/Sitrep7,NA,NA,NA,NA,observation,casualties,"11,175 injured","""The death toll from the 7.8 magnitude earthquake increased to 5,582 people with 11,175 injured, according to NEOC."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,shelter,tents identified as most critical,"""Humanitarian partners in the most affected areas identified tents and food as the most critical needs."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,food idenitified as most critical; 3 million people need assistance,"""Humanitarian partners in the most affected areas identified tents and food as the most critical needs."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,observation,population behavior,people protest/fight about limited resources,"""There are unconfirmed reports of people protesting for the lack of relief items or competing for the limited resources."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,observation,communication,"communications system (phone, sms) more stable","""Overall, the communications system is more stable in comparison to the early days of the emergency, when remote areas were out of reach with only mobile text messaging functioning in the Kathmandu valley."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,observation,search&rescue,2 people saved from the rubble,"""Five days into the response, search and rescue teams saved an additional two lives from the rubble."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,search&rescue,debris removal to allow access/s&r activities,"""Debris removal to enable continued search and rescue activities and allow access to deliver humanitarian assistance is needed."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,damage,relief management coordination,"""Additional capacity is required to support the District Disaster Reduction Committees (DDRC) on relief management coordination, rapid structural assessment of public buildings, as well as to provide basic equipment to facilitate their uninterrputed operation and emergency service delivery."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,damage,structural assessment of public buildings,"""Additional capacity is required to support the District Disaster Reduction Committees (DDRC) on relief management coordination, rapid structural assessment of public buildings, as well as to provide basic equipment to facilitate their uninterrputed operation and emergency service delivery."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,damage,basic equipment to keep services running,"""Additional capacity is required to support the District Disaster Reduction Committees (DDRC) on relief management coordination, rapid structural assessment of public buildings, as well as to provide basic equipment to facilitate their uninterrputed operation and emergency service delivery."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,damage,lack of assessment of needs across districts,"""There is currently a lack of a comprehensive assessment of early recovery needs across the affected districts."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,observation,children,schools closed until 14 May,"""The Government has extended the closure of schools until 14 May."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,3+ million people estimated to be in need of food assistance; 1.4 of this with priority,"""Based on preliminary data and assessment of damage, over 3 million people are estimated to be in need of food assistance. Out of this, it is estimated that 1.4 million people will be in need of priority assistance."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,casualties,dead body management in rural areas,"""Dead body management is emerging as a concern in the affected rural areas."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,medical,care for pregnant/lactating mothers and delivering women,"""There are inadequate specialized and targeted health interventions to special needs groups such as pregnant mothers, delivering women and lactating mothers including neonatal health services."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,medical,post trauma and rehabilitation care,"""Post trauma/rehabilitation care, psychosocial support, as wel ass maternity tents are needed for an estimated 126,000 pregnant women."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,medical,psychosocial support,"""Post trauma/rehabilitation care, psychosocial support, as wel ass maternity tents are needed for an estimated 126,000 pregnant women."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,medical,"maternity tents for 126,000 women","""Post trauma/rehabilitation care, psychosocial support, as wel ass maternity tents are needed for an estimated 126,000 pregnant women."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,transport,air transport to access rural areas,"""air assets may be required to support access to rural areas."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"lactating mothers require support to breastfeed 168,000 children","""Lactating mothers require support to be able to breastfeed 168,000 children between 0 to 23 months of age."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"food for 126,000 children between 6-23 months","""Families need nutritious food to feed 126,000 young children between 6 and 23 months of age to ensure that their nutritional needs are met"""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"supplementary food for 70,000 children 6-59mo with moderate acute malnutrition","""There is a need to provide supplementary food to 70,000 children between the age of 6 to 59 months with moderate acute malnutrition (MAM) and therapeutic feeding to 15,000 children between the age of 6 to 59 months with severe acute malnutrition."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"supplementary food for 15,000 children with severe acute malnutrition","""There is a need to provide supplementary food to 70,000 children between the age of 6 to 59 months with moderate acute malnutrition (MAM) and therapeutic feeding to 15,000 children between the age of 6 to 59 months with severe acute malnutrition."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"vitamin A, micronutrient supplements for 362,000 children between 6 and 59 months and 185,000 women","""Vitamin A, micronutrient supplements and deworming is needed for 362,000 children between the age of 6 to 59 months and 185,000 women (including pregnant women, and breastfeeding mothers."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,medical,"deworming for 362,000 children between 6 and 59 months and 185,000 women","""Vitamin A, micronutrient supplements and deworming is needed for 362,000 children between the age of 6 to 59 months and 185,000 women (including pregnant women, and breastfeeding mothers."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"there is insufficient therapeutic food for 10,000 severely malnourished children","""There is insufficient therapeutic food for 10,000 children with SAM and supplementary food for 70,000 children with MAM."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,nutrition,"there is insufficient supplementary food for 70,000 children with moderate malnutrition","""There is insufficient therapeutic food for 10,000 children with SAM and supplementary food for 70,000 children with MAM."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,sanitation,"50,000 dignity kits","""According to the Department of Women and Children, gaps in the most affected districts include at least 50,000 dignity kits (essential items such as hygiene goods and cloths for women); at least 55,000 baby kits (cloths, diapers, baby food); 25 Child Friendly Spaces (CFS) in the Kathmandu Valley and 10 per district outside the Valley; and at least 165,000 sets of children's clothes."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,children,"55,000 baby kits (cloths, diapers, baby food)","""According to the Department of Women and Children, gaps in the most affected districts include at least 50,000 dignity kits (essential items such as hygiene goods and cloths for women); at least 55,000 baby kits (cloths, diapers, baby food); 25 Child Friendly Spaces (CFS) in the Kathmandu Valley and 10 per district outside the Valley; and at least 165,000 sets of children's clothes."""
30-Apr,NA,UN/Sitrep7,NA,NA,NA,NA,need,children,"165,000 sets of children's clothes","""According to the Department of Women and Children, gaps in the most affected districts include at least 50,000 dignity kits (essential items such as hygiene goods and cloths for women); at least 55,000 baby kits (cloths, diapers, baby food); 25 Child Friendly Spaces (CFS) in the Kathmandu Valley and 10 per district outside the Valley; and at least 165,000 sets of children's clothes."""
01-May,government,UN/Sitrep8,NA,NA,NA,NA,observation,population behavior,looting of relief goods,"""In some of the most affected areas, there have been unconfirmed reports of looting of relief goods."""
01-May,government,UN/Sitrep8,NA,NA,NA,NA,observation,casualties,"6,250 people have died and 14,357 are injured","""On 1 May, the NEOC confirmed that 6,250 people have died and 14,357 people have been injured by the impact of the earthquake"""
01-May,government,UN/Sitrep8,NA,NA,NA,NA,observation,damage,"138,182 houses destroyed","""A total of 138,182 houses have been destroyed and 122,694 houses have been damaged."""
01-May,government,UN/Sitrep8,NA,NA,NA,NA,observation,damage,"122,694 houses damaged","""A total of 138,182 houses have been destroyed and 122,694 houses have been damaged."""
01-May,NA,UN/Sitrep8,NA,NA,NA,NA,observation,population behavior,many internally displaced people,"""Assessments in Shankarpur municipality in Sankhu revealed a high level of destruction with internally displaced people (IDPs) scattered around the town and sharing communal tents with up to 100 people per tent."""
01-May,NA,UN/Sitrep8,NA,NA,NA,NA,need,transport,restoring community infrastructure,"""Restoring community infrastructure to deliver public services is essential."""
01-May,NA,UN/Sitrep8,NA,NA,NA,NA,need,general assessment,monitoring efforts at local level must be strengthened,"""Monitoring and accountability mechanisms of district, village and municipal monitoring supervision committees need to be strengthened."""
01-May,NA,UN/Sitrep8,NA,NA,NA,NA,observation,general assessment,access to anything beyond kathmandu valley is challenging,"""Access to districts beyond the Kathmandu Valley continues to be a major challenge."""
01-May,NA,UN/Sitrep8,NA,NA,NA,NA,observation,communication,communication services can still not be established,"""Due to delays and re-routing of commercial and charter flights, carrying responders and telecommunication equipment, stabilizing communication services still cannot be established."""
01-May,NA,UN/Sitrep8,NA,NA,NA,NA,need,transport,logistics support needs to be set up ,"""Set up in-country logistics support, including facilitation of air and road transportation, fuel and storage."""
01-May,NA,UN/Sitrep8,NA,NA,NA,NA,need,nutrition,"blanket supplementary feeding is needed for 200,000 children, pregnant/lactating women","""Blanket supplementary feeding is needed for 200,000 children and pregnant and lactating women."""
01-May,NA,UN/Sitrep8,NA,NA,NA,NA,observation,general assessment,unequal distribution of assistance,"""Reports of unequal distribution of assistance have been received by humanitarian partners."""
01-May,NA,UN/Sitrep8,NA,NA,NA,NA,need,sanitation,sanitary pads and clothing for women,"""There is a lack of sanitary pads and clothing for women across the affected districts."""
01-May,government,UN/Sitrep8,NA,NA,NA,NA,observation,damage,"160,786 destroyed houses","""The current government figures stand as 160,786 destroyed houses."""
01-May,government,UN/Sitrep8,NA,NA,NA,NA,observation,damage,"estimation: up to 500,000 houses destroyed","""It is estimated that the number of destroyed houses could be as high as 500,000."""
02-May,world food programme,UN/Sitrep9,NA,NA,NA,NA,observation,general assessment,50% of 91 already assessed markets are functional or showing signs of recovery,"""The World Food Programme's preliminary assessment estimates that 50 per cent of 91 already assessed markets are functional or showing signs of recovery."""
02-May,world food programme,UN/Sitrep9,NA,NA,NA,NA,observation,general assessment,50% of shops are damaged or destroyed,"""Another 50 per cent of shops have been damaged or destroyed."""
02-May,government,UN/Sitrep9,NA,NA,NA,NA,observation,casualties,"6,659 deaths and 14,062 injured","""On 2 May, the Government confirmed that 6,659 people have died. […] The earthquake has left 14,062 people injured."""
02-May,NA,UN/Sitrep9,NA,NA,NA,NA,observation,population behavior,most displaced people live next to damaged house,"""The number of internally displaced people (IDPs) in spontaneous camps keeps increasing. Most of the IDPs are now living next to their damaged houses."""
02-May,government,UN/Sitrep9,NA,NA,NA,NA,observation,children,"1,383 schools damaged in 26 districts","""According to Government data from 26 districts, 1,383 schools have been damaged by the earthquake."""
02-May,NA,UN/Sitrep9,eastern districts,NA,NA,NA,observation,population behavior,security is an issue,two trucks carrying food were reportedly diverted in dhading and sanku
02-May,NA,UN/Sitrep9,NA,NA,NA,NA,need,transport,additional helicopters,"""Additional helicopters are required for areas inaccessible by road."""
02-May,NA,UN/Sitrep9,NA,NA,NA,NA,need,medical,medical tents,"""Medical tents and orthopedic supplies are urgently needed."""
02-May,NA,UN/Sitrep9,NA,NA,NA,NA,need,medical,orthopedic supplies,"""Medical tents and orthopedic supplies are urgently needed."""
02-May,NA,UN/Sitrep9,NA,NA,NA,NA,observation,population behavior,politicization of humanitarian relief,"""Reports of unequal distribution and politicization of humanitarian relief continue to be received by humanitarian partners."""
02-May,government,UN/Sitrep9,NA,NA,NA,NA,observation,damage,"160,786 houses destroyed","""According to the Government, the earthquake destroyed 160,786 houses and damaged 143,642."""
02-May,government,UN/Sitrep9,NA,NA,NA,NA,observation,damage,"143,642 houses damaged","""According to the Government, the earthquake destroyed 160,786 houses and damaged 143,642."""
02-May,NA,UN/Sitrep9,NA,NA,NA,NA,need,population behavior,support needed for those rebuilding homes,"""Affected people are already rebuilding. Support is needed to ensure they build back safer."""
02-May,NA,UN/Sitrep9,NA,NA,NA,NA,observation,sanitation,water contamination,"""Water contamination due to lack of toilets has been reported in remote districts."""
04-May,government,UN/Sitrep10,NA,NA,NA,NA,observation,search&rescue,s&r teams asked to leave,"""On 3 May, the Government has formally requested international search and rescue (SAR) teams to begin their demobilization and exit plans."""
04-May,government,UN/Sitrep10,NA,NA,NA,NA,observation,casualties,"7,365 deaths and 14,355 casualties","""On 4 May, the Government reported that 7,365 people have died and 14,355 have been injured."""
04-May,government,UN/Sitrep10,NA,NA,NA,NA,observation,damage,"191,058 houses destroyed","""The earthquake has destroyed 191,058 homes and damaged 175,162 homes till date."""
04-May,government,UN/Sitrep10,NA,NA,NA,NA,observation,damage,"175,162 houses damaged","""The earthquake has destroyed 191,058 homes and damaged 175,162 homes till date."""
04-May,NA,UN/Sitrep10,NA,NA,NA,NA,need,damage,people need information about safety of returning home,"""IDPs require information as to whether it is safe to return to their damaged houses."""
04-May,NA,UN/Sitrep10,NA,NA,NA,NA,need,shelter,management of camps outside kathmandu,"""There is insufficient number of camp management partners in-country; most are currently responding in Kathmandu."""
04-May,NA,UN/Sitrep10,NA,NA,NA,NA,observation,damage,72 Village Development Committee (VDC) offices destroyed,"""72 Village Development Committee (VDC) offices were destroyed by the eartquake."""
04-May,NA,UN/Sitrep10,NA,NA,NA,NA,observation,casualties,29 teachers and 57 student-teachers have died,"""To date, the Department of Education has reported that 29 teachers and 57 learners have died in the 14 worst affected districts"""
04-May,NA,UN/Sitrep10,NA,NA,NA,NA,observation,children,schools scheduled to re-open on 15 May,"""With the scheduled resumption of public school classes on 15 May, additional teachers will be needed."""
04-May,NA,UN/Sitrep10,NA,NA,NA,NA,need,children,additional teachers to replace casualties,"""With the scheduled resumption of public school classes on 15 May, additional teachers will be needed."""
04-May,NA,UN/Sitrep10,NA,NA,NA,NA,need,children,tarpaulins for outside kathmandu valley,"""Tarpaulins and recreational materials are needed to expand services beyond the Kathmandu Valley."""
04-May,NA,UN/Sitrep10,NA,NA,NA,NA,need,children,recreational materials for outside kathmandu valley,"""Tarpaulins and recreational materials are needed to expand services beyond the Kathmandu Valley."""
04-May,NA,UN/Sitrep10,NA,NA,NA,NA,need,medical,additional surgical equipment,"""Hospitals are in need of additional surgical (orthopedic) equipment and supplies."""
04-May,NA,UN/Sitrep10,NA,NA,NA,NA,need,medical,rehabilitation services,"""There are limited rehabilitation services available for patients who have undergone operations."""
04-May,NA,UN/Sitrep10,NA,NA,NA,NA,need,transport,cargo needs to be palletised/crated,"""Incoming international cargo needs to be palletised or crated to facilitate faster processing at the airport and transport."""
04-May,NA,UN/Sitrep10,NA,NA,NA,NA,need,shelter,ensure quality of tarpaulins,"""Key is to ensure that quality specifications are met for tarpaulins and minimize tents as they are heavy to distribute especially in the mountainous areas."""
04-May,NA,UN/Sitrep10,NA,NA,NA,NA,need,shelter,minimize tents because of weight,"""Key is to ensure that quality specifications are met for tarpaulins and minimize tents as they are heavy to distribute especially in the mountainous areas."""
06-May,government,UN/Sitrep11,NA,NA,NA,NA,observation,damage,"284,455 houses destroyed","""New Government figures as of 6 May show that the number of houses destroyed in the earthquake-affected districts is at least twice as high as previously reported: 284,455 houses have now been confirmed destroyed and another 234,102 damaged."""
06-May,government,UN/Sitrep11,NA,NA,NA,NA,observation,damage,"234,102 houses damaged","""New Government figures as of 6 May show that the number of houses destroyed in the earthquake-affected districts is at least twice as high as previously reported: 284,455 houses have now been confirmed destroyed and another 234,102 damaged."""
06-May,government,UN/Sitrep11,NA,NA,NA,NA,observation,casualties,"7,675 deaths and 16,392 injured","""The number of reported casualties also increased to 7,675 deaths and 16,392 injured."""
06-May,NA,UN/Sitrep11,NA,NA,NA,NA,observation,population behavior,"318,000 female-headed households have difficulty accessing aid","""In addition, social norms may make it challenging for female-headed households to access relief items."""
06-May,NA,UN/Sitrep11,NA,NA,NA,NA,need,shelter,geological survey to identify relocation space,"""The Cluster has recommended a geological survey to identify new sites for the relocation of these new arrivals and to evaluate the areas of settlements that are at risk of landslides and further loss of life."""
06-May,NA,UN/Sitrep11,NA,NA,NA,NA,observation,damage,97 village development committee offices damaged,"""97 VDC offices are partially damaged."""
06-May,government,UN/Sitrep11,NA,NA,NA,NA,observation,children,"14,541 classrooms destroyed","""The Department of Education has reported that 14,541 classrooms were destroyed and 9,182 were damaged."""
06-May,government,UN/Sitrep11,NA,NA,NA,NA,observation,children,"9,182 classrooms damaged","""The Department of Education has reported that 14,541 classrooms were destroyed and 9,182 were damaged."""
06-May,NA,UN/Sitrep11,NA,NA,NA,NA,need,children,"alternative learning spaces for 984,900 children","""estimates indicate that some 948,900 children will not have access to education, unless the government and partners are able to provide alternative learning spaces."""
06-May,NA,UN/Sitrep11,NA,NA,NA,NA,need,nutrition,"3,5 million people in need of food assistance","""More than 3,5 million people are estimated to be in need of food assistance."""
06-May,NA,UN/Sitrep11,NA,NA,NA,NA,need,nutrition,rice seeds must be procured/distributed to farmers,"""Rice seed needs to be procured and distributed to farmers within the next three weeks."""
06-May,NA,UN/Sitrep11,NA,NA,NA,NA,observation,general assessment,in some locations citizenship cards required for receiving aid,"""Civil society organizations report that in some distribution points, aid is only being provided when citizenship cards are shown."""
06-May,NA,UN/Sitrep11,NA,NA,NA,NA,need,shelter,"distribution of 260,000 received tarpaulins","""As more isolated communities are being reached, the massive level of damage and needs becomes clearer, distribution of the 260,000 tarpaulins in the pipeline is critical."""
06-May,NA,UN/Sitrep11,NA,NA,NA,NA,observation,sanitation,sanitation response very weak,"""Sanitation response seems very weak across the affected areas."""
08-May,government,UN/Sitrep12,NA,NA,NA,NA,observation,damage,"288,798 houses destroyed","""As of 8 May, the Government confirmed an increase in the total numbers to 288,798 houses destroyed and 254,112 damaged."""
08-May,government,UN/Sitrep12,NA,NA,NA,NA,observation,damage,"254,112 houses damaged","""As of 8 May, the Government confirmed an increase in the total numbers to 288,798 houses destroyed and 254,112 damaged."""
08-May,NA,UN/Sitrep12,NA,NA,NA,NA,observation,medical,increase in respiratory infections,"""Villages in mountainous areas are also reporting an increase in the occurrence of respiratory infections, especially in children under age-5."""
08-May,NA,UN/Sitrep12,NA,NA,NA,NA,need,medical,dead-animal management to prevent illness,"""In addition, dead animal management is crucial to avoid the spread of other illnesses."""
08-May,NA,UN/Sitrep12,NA,NA,NA,NA,need,medical,mental health support,"""Additional mental health and psychosocial support services are needed."""
08-May,NA,UN/Sitrep12,NA,NA,NA,NA,need,nutrition,personnel at field level to distribute food,"""Insufficient personnel at field level to support food distribution."""
08-May,NA,UN/Sitrep12,NA,NA,NA,NA,observation,medical,240 primary health care centres destroyed; 347 damaged,"""A total of 240 primary health care centres and health posts were destroyed and 347 damaged in 14 districts."""
08-May,NA,UN/Sitrep12,NA,NA,NA,NA,need,transport,decentralize logistics operations,"""There is a need to decentralize the logistics operation in order to reach more affected areas."""
08-May,NA,UN/Sitrep12,NA,NA,NA,NA,need,transport,small vehicles,"""Access to villages beyond the district centres is challenging in the absence of sufficient small vehicles."""
08-May,NA,UN/Sitrep12,NA,NA,NA,NA,observation,general assessment,200 tibetan refugees affected by earthquake,"""Approximately 200 Tibetan refugees were affected by the earthquake in Kathmandu Valley and protection services are required."""
08-May,NA,UN/Sitrep12,NA,NA,NA,NA,need,shelter,two tarpaulins per household required,"""Distribution of tarpaulins still remains a top priority with each household estimated to need two tarpaulins."""
11-May,NA,UN/Sitrep13,NA,NA,NA,NA,need,shelter,trained camp managers,"""There is a lack of trained camp managers at the district level."""
11-May,NA,UN/Sitrep13,NA,NA,NA,NA,need,nutrition,food inadequate in camps,"""Emergency shelter and food is inadequate in most of the displacement sites."""
11-May,NA,UN/Sitrep13,NA,NA,NA,NA,need,damage,rubble removal in camps,"""Rubble removal is required to improve the camps."""
11-May,NA,UN/Sitrep13,NA,NA,NA,NA,need,damage,27 million m3 debris must be cleared,"""An estimated 27 million cubic metres of debris need to be cleared."""
11-May,NA,UN/Sitrep13,NA,NA,NA,NA,need,damage,demolition of damaged buildings,"""The demolition of damaged buildings is urgent."""
11-May,NA,UN/Sitrep13,NA,NA,NA,NA,need,damage,technical experts to assess which houses need to be demolished,"""There are inadequate technical experts to assess which houses can be used or demolished."""
11-May,NA,UN/Sitrep13,NA,NA,NA,NA,need,children,emergency education kits,"""Limited supply of emergency education kits."""
11-May,NA,UN/Sitrep13,NA,NA,NA,NA,need,nutrition,distribution partners at field level,"""More partners are still needed at field level for food and agriculture inputs distribution."""
11-May,NA,UN/Sitrep13,NA,NA,NA,NA,observation,general assessment,"17,870 people injured","""Some 17,870 people were injured."""
11-May,NA,UN/Sitrep13,NA,NA,NA,NA,need,medical,"care for 1,500 pregnant women who experience complications","""The Minimum Initial Service Package (MISP) estimates that each month about 1,500 pregnant women are likely to experience complications during pregnancy and childbirth requiring medical care."""
11-May,NA,UN/Sitrep13,NA,NA,NA,NA,observation,medical,"535,000 children under age 5","""More than 535,000 children under age-5, 60,000 pregnant women and 637,000 adolescent girls are at risk of illness requiring special care in 14 districts according to the Health Management Information System (HIMS) data."""
11-May,NA,UN/Sitrep13,NA,NA,NA,NA,observation,medical,"60,000 pregnant women at risk of illness","""More than 535,000 children under age-5, 60,000 pregnant women and 637,000 adolescent girls are at risk of illness requiring special care in 14 districts according to the Health Management Information System (HIMS) data."""
11-May,NA,UN/Sitrep13,NA,NA,NA,NA,observation,medical,"637,000 adolescent girls at risk of illness","""More than 535,000 children under age-5, 60,000 pregnant women and 637,000 adolescent girls are at risk of illness requiring special care in 14 districts according to the Health Management Information System (HIMS) data."""
11-May,NA,UN/Sitrep13,NA,NA,NA,NA,need,medical,information on status of health facilities/workers in very affected areas,"""Availability of accurate information on health facilities and health workers from seriously affected sites."""
11-May,NA,UN/Sitrep13,NA,NA,NA,NA,need,medical,transport for supplies/personnel,"""Availability of logistics to deliver health supplies and personnel to remote areas."""
11-May,NA,UN/Sitrep13,NA,NA,NA,NA,observation,shelter,women's workload in shelter homes has increased,"""Shelter homes are overcrowded and women's workloads have increased."""
11-May,NA,UN/Sitrep13,NA,NA,NA,NA,observation,sanitation,damage to water systems may have been overestimated,"""According to data collected, the level of damage to water systems may be lower than initially estimated."""
13-May,government,UN/Sitrep14,NA,NA,NA,NA,observation,casualties,"65 deaths and 1,926 injured after new quake","""As of 13 May, 9:00, the Government confirmed 65 deaths and 1,926 people injured."""
13-May,NA,UN/Sitrep14,langtang,NA,NA,NA,observation,transport,debris from landslides damaged roads,"""Debris from landslides […] damaged roads."""
13-May,NA,UN/Sitrep14,NA,NA,NA,NA,need,shelter,need to identify more camp spaces outside kathmandu valley,"""Additional open space areas outside the Kathmandu Valley need to be identified to establish camps."""
13-May,NA,UN/Sitrep14,NA,NA,NA,NA,observation,children,psychosocial activities/safe spaces,"""The psychological impact of the earthquake on children will require additional psychosocial activities and safe spaces."""
13-May,government,UN/Sitrep14,NA,NA,NA,NA,observation,children,schools will remain closed until 29 May,"""The Government announced that schools in the affected districts will remain closed until 29 May."""
13-May,NA,UN/Sitrep14,NA,NA,NA,NA,need,nutrition,agricultural inputs need to be bought/dispatched within 7-10 days,"""There is only a window of 7 to 10 days to purchase agricultural inputs and dispatch them to meet the planting season schedules, coinciding with the onset of the monsoon in June. This is needed to ensure food security in the coming months."""
